compound_identifier,EssOilDB_entry,,original_name,cleaned_name,name_comments,compound_id
400C,cedr-8(15)-en-9-ol,,cedr-8(15)-en-9-ol,NA,NA,
401C,cedren-8-en-9-alpha-ol,,cedren-8-en-9-alpha-ol,NA,NA,
402C,cedrol,,cedrol,NA,NA,
403C,chamazulene,,chamazulene,NA,NA,
404C,chrysanthenone,,chrysanthenone,NA,NA,
405C,cinnamyl isovalerate,,cinnamyl isovalerate,NA,NA,
406C,cis-3-hexenol,,cis-3-hexenol,NA,NA,
407C,cis-alpha-bergamotene,,cis-alpha-bergamotene,NA,NA,
408C,cis-arteannuic alcohol,,cis-arteannuic alcohol,NA,NA,
409C,cis-beta-guaiene,,cis-beta-guaiene,NA,NA,
410C,cis-beta-ocimene,,cis-beta-ocimene,NA,NA,
411C,cis-beta-terpineol,,cis-beta-terpineol,NA,NA,
412C,cis-beta-terpineold,,cis-beta-terpineold,NA,NA,
413C,cis-calamene,,cis-calamene,NA,NA,
414C,cis-calamenene,,cis-calamenene,NA,NA,
415C,cis-carveol,,cis-carveol,NA,NA,
416C,cis-carvylacetate,,cis-carvylacetate,NA,NA,
417C,cis-carvylpropionate,,cis-carvylpropionate,NA,NA,
418C,cis-chrysanthenol,,cis-chrysanthenol,NA,NA,
419C,cis-chrysanthenylacetate,,cis-chrysanthenylacetate,NA,NA,
420C,cis-chrysanthenylformate,,cis-chrysanthenylformate,NA,NA,
421C,cis-dihydrocarvone,,cis-dihydrocarvone,NA,NA,
422C,cis-epoxy-ocimene,,cis-epoxy-ocimene,NA,NA,
423C,cis-farnesol,,cis-farnesol,NA,NA,
424C,cis-geraniol,,cis-geraniol,NA,NA,
425C,cis-jasmone,,cis-jasmone,NA,NA,
426C,cis-limoneneoxide,,cis-limoneneoxide,NA,NA,
427C,cis-linalooloxide,,cis-linalooloxide,NA,NA,
428C,cis-linalooloxide (furanoid),,cis-linalooloxide (furanoid),NA,NA,
429C,"cis-mentha-1(7),8-dien-2-ol",,"cis-mentha-1(7),8-dien-2-ol",NA,NA,
430C,cis-muurol-5-en-4-betalpha-ol,,cis-muurol-5-en-4-betalpha-ol,NA,NA,
431C,"cis-muurola-3,5-diene",,"cis-muurola-3,5-diene",NA,NA,
432C,"cis-muurola-4(15),5-diene",,"cis-muurola-4(15),5-diene",NA,NA,
433C,cis-ocimene,,cis-ocimene,NA,NA,
434C,cis-pelemenone,,cis-pelemenone,NA,NA,
435C,cis-pinocamphone,,cis-pinocamphone,NA,NA,
436C,cis-piperitol,,cis-piperitol,NA,NA,
437C,cis-p-menth-2-en-1-ol,,cis-p-menth-2-en-1-ol,NA,NA,
438C,"cis-p-mentha-1(7),8-dien-2-ol",,"cis-p-mentha-1(7),8-dien-2-ol",NA,NA,
439C,"cis-p-mentha-1,8-dien-6-ol",,"cis-p-mentha-1,8-dien-6-ol",NA,NA,
440C,"cis-p-mentha-2,8-dien-1-ol",,"cis-p-mentha-2,8-dien-1-ol",NA,NA,
441C,cis-sabinene hydrate,,cis-sabinene hydrate,NA,NA,
442C,cis-sabinene hydrate acetate,,cis-sabinene hydrate acetate,NA,NA,
443C,cis-sabinol,,cis-sabinol,NA,NA,
444C,cis-verbenol,,cis-verbenol,NA,NA,
445C,cis-verbenyl acetate,,cis-verbenyl acetate,NA,NA,
446C,citralc,,citralc,NA,NA,
447C,citronellal,,citronellal,NA,NA,
448C,citronellic acid,,citronellic acid,NA,NA,
449C,citronellol,,citronellol,NA,NA,
450C,citronellyl acetate,,citronellyl acetate,NA,NA,
451C,citronellyl butyrate,,citronellyl butyrate,NA,NA,
452C,clovenol,,clovenol,NA,NA,
453C,cnidilide,,cnidilide,NA,NA,
454C,coumarin,,coumarin,NA,NA,
455C,cryptone,,cryptone,NA,NA,
456C,cubebol,,cubebol,NA,NA,
457C,cubenen-11-ol,,cubenen-11-ol,NA,NA,
458C,cubenol,,cubenol,NA,NA,
459C,cumin alcohol,,cumin alcohol,NA,NA,
460C,cumin aldehyde,,cumin aldehyde,NA,NA,
461C,cuminal,,cuminal,NA,NA,
462C,cuparene,,cuparene,NA,NA,
463C,curzerene,,curzerene,NA,NA,
464C,curzerenone,,curzerenone,NA,NA,
465C,cycloheptatriene,,cycloheptatriene,NA,NA,
466C,cyclohexane,,cyclohexane,NA,NA,
467C,cyclohexanone,,cyclohexanone,NA,NA,
468C,cyclosativene,,cyclosativene,NA,NA,
469C,Cymene-8-ol,,Cymene-8-ol,NA,NA,
470C,Cyperene,,Cyperene,NA,NA,
471C,daucene,,daucene,NA,NA,
472C,davanone,,davanone,NA,NA,
473C,decanal,,decanal,NA,NA,
474C,decane,,decane,NA,NA,
475C,decanoic acid,,decanoic acid,NA,NA,
476C,decanol,,decanol,NA,NA,
477C,decenal,,decenal,NA,NA,
478C,decylacetate,,decylacetate,NA,NA,
479C,"dehydro-1,8-cineole",,"dehydro-1,8-cineole",NA,NA,
480C,dehydroisocalamendiol,,dehydroisocalamendiol,NA,NA,
481C,dehydro-p-cymene,,dehydro-p-cymene,NA,NA,
482C,dehydro-sabinaketone,,dehydro-sabinaketone,NA,NA,
483C,dehydro-sabinene,,dehydro-sabinene,NA,NA,
484C,Dehydrotremetone,,Dehydrotremetone,NA,NA,
485C,delta-2-carene,,delta-2-carene,NA,NA,
486C,delta-3-carene,,delta-3-carene,NA,NA,
487C,delta-cadinene,,delta-cadinene,NA,NA,
488C,delta-cadinol,,delta-cadinol,NA,NA,
489C,delta-cardinene,,delta-cardinene,NA,NA,
490C,delta-cymene,,delta-cymene,NA,NA,
491C,delta-elemene,,delta-elemene,NA,NA,
492C,delta-muurolene,,delta-muurolene,NA,NA,
493C,delta-pinene,,delta-pinene,NA,NA,
494C,delta-selinene,,delta-selinene,NA,NA,
495C,delta-terpineol,,delta-terpineol,NA,NA,
496C,dendrolasin,,dendrolasin,NA,NA,
497C,devanone,,devanone,NA,NA,
498C,di-epi-alpha-cedrene,,di-epi-alpha-cedrene,NA,NA,
499C,dihydro tagetone,,dihydro tagetone,NA,NA,
500C,dihydrocarvone,,dihydrocarvone,NA,NA,
501C,dihydrochalcone isomer,,dihydrochalcone isomer,NA,NA,
502C,dihydroedulan,,dihydroedulan,NA,NA,
503C,dihydroencecaline,,dihydroencecaline,NA,NA,
504C,dihydroisochromolaenin,,dihydroisochromolaenin,NA,NA,
505C,dill apiole,,dill apiole,NA,NA,
506C,dillapiole,,dillapiole,NA,NA,
507C,dimethoxyencecalin,,dimethoxyencecalin,NA,NA,
508C,dimyrcene ii-a,,dimyrcene ii-a,NA,NA,
509C,diterpenes,,diterpenes,NA,NA,
510C,docosane,,docosane,NA,NA,
511C,dodecanal,,dodecanal,NA,NA,
512C,dodecane,,dodecane,NA,NA,
513C,dodecanoic acid,,dodecanoic acid,NA,NA,
514C,dodecanol,,dodecanol,NA,NA,
515C,dodecenyl acetate,,dodecenyl acetate,NA,NA,
516C,e-2-undecenol,,e-2-undecenol,NA,NA,
517C,eicosane,,eicosane,NA,NA,
518C,elemicin,,elemicin,NA,NA,
519C,elemol,,elemol,NA,NA,
520C,elemol/hedycaryol,,elemol/hedycaryol,NA,NA,
521C,elsholtzia ketone,,elsholtzia ketone,NA,NA,
522C,epi-13-manoyl oxide,,epi-13-manoyl oxide,NA,NA,
523C,epi-1-cubenol,,epi-1-cubenol,NA,NA,
524C,epi-alpha-bisabolol,,epi-alpha-bisabolol,NA,NA,
525C,epi-alpha-cadinol,,epi-alpha-cadinol,NA,NA,
526C,epi-alpha-muurolol,,epi-alpha-muurolol,NA,NA,
527C,epi-beta-santalene,,epi-beta-santalene,NA,NA,
528C,epi-bicyclosesquiphellandrene,,epi-bicyclosesquiphellandrene,NA,NA,
529C,epi-cubebol,,epi-cubebol,NA,NA,
530C,epi-cubenol,,epi-cubenol,NA,NA,
531C,epi-globulol,,epi-globulol,NA,NA,
532C,epizonarene,,epizonarene,NA,NA,
533C,epi-zonarene,,epi-zonarene,NA,NA,
534C,epoxy-allo-aromadendrene,,epoxy-allo-aromadendrene,NA,NA,
535C,"eremophila-1(10),8,1-triene",,"eremophila-1(10),8,1-triene",NA,NA,
536C,ergost-5-en-3beta-ol,,ergost-5-en-3beta-ol,NA,NA,
537C,ethanol,,ethanol,NA,NA,
538C,ethyl decanoate,,ethyl decanoate,NA,NA,
539C,ethyl dodecanoate,,ethyl dodecanoate,NA,NA,
540C,ethyl dodecenoate,,ethyl dodecenoate,NA,NA,
541C,ethyl hexadecanoate,,ethyl hexadecanoate,NA,NA,
542C,ethyl hexanoate,,ethyl hexanoate,NA,NA,
543C,ethyl hydroquinone,,ethyl hydroquinone,NA,NA,
544C,ethyl isopentanoate,,ethyl isopentanoate,NA,NA,
545C,ethyl linoleate,,ethyl linoleate,NA,NA,
546C,ethyl nicotinate,,ethyl nicotinate,NA,NA,
547C,ethyl oleate,,ethyl oleate,NA,NA,
548C,ethyl palmitate,,ethyl palmitate,NA,NA,
549C,ethyl tetradecanoate,,ethyl tetradecanoate,NA,NA,
550C,ethyl-9-hexadecenoated,,ethyl-9-hexadecenoated,NA,NA,
551C,ethylacetate,,ethylacetate,NA,NA,
552C,ethylbenzene,,ethylbenzene,NA,NA,
553C,ethylbenzoate,,ethylbenzoate,NA,NA,
554C,eucalyptol,,eucalyptol,NA,NA,
555C,"eudesma-4(15),7-dien-4-beta-ol",,"eudesma-4(15),7-dien-4-beta-ol",NA,NA,
556C,eudesmol,,eudesmol,NA,NA,
557C,eugenol,,eugenol,NA,NA,
558C,exo-2-hydroxycineoleacetate,,exo-2-hydroxycineoleacetate,NA,NA,
559C,exo-fenchyl acetate,,exo-fenchyl acetate,NA,NA,
560C,falcarinol,,falcarinol,NA,NA,
561C,farnesol,,farnesol,NA,NA,
562C,farnesyl acetone,,farnesyl acetone,NA,NA,
563C,fenchene,,fenchene,NA,NA,
564C,fenchol,,fenchol,NA,NA,
565C,fenchone,,fenchone,NA,NA,
566C,furanoid,,furanoid,NA,NA,
567C,furapelargone a,,furapelargone a,NA,NA,
568C,furfural,,furfural,NA,NA,
569C,gamma-amorphene,,gamma-amorphene,NA,NA,
570C,gamma-cadinene,,gamma-cadinene,NA,NA,
571C,gamma-curcumene,,gamma-curcumene,NA,NA,
572C,gamma-dehydro-ar-himachalene,,gamma-dehydro-ar-himachalene,NA,NA,
573C,gamma-elemene,,gamma-elemene,NA,NA,
574C,gamma-epi-eudesmol,,gamma-epi-eudesmol,NA,NA,
575C,gamma-eudesmol,,gamma-eudesmol,NA,NA,
576C,gamma-gurjunene,,gamma-gurjunene,NA,NA,
577C,gamma-muurolene,,gamma-muurolene,NA,NA,
578C,gamma-patchoulene,,gamma-patchoulene,NA,NA,
579C,gamma-selinene,,gamma-selinene,NA,NA,
580C,gamma-sudesmol,,gamma-sudesmol,NA,NA,
581C,gamma-terpinene,,gamma-terpinene,NA,NA,
582C,gamma-terpineol,,gamma-terpineol,NA,NA,
583C,garanate,,garanate,NA,NA,
584C,geijerene,,geijerene,NA,NA,
585C,geranial,,geranial,NA,NA,
586C,geraniol,,geraniol,NA,NA,
587C,geraniol (e),,geraniol (e),NA,NA,
588C,geranyl 2-methylbutyrate,,geranyl 2-methylbutyrate,NA,NA,
589C,geranyl acetate,,geranyl acetate,NA,NA,
590C,geranyl acetone,,geranyl acetone,NA,NA,
591C,geranyl butyrate,,geranyl butyrate,NA,NA,
592C,geranyl formate,,geranyl formate,NA,NA,
593C,geranyl heptanoate,,geranyl heptanoate,NA,NA,
594C,geranyl isobutyrate,,geranyl isobutyrate,NA,NA,
595C,geranyl propionate,,geranyl propionate,NA,NA,
596C,geranyl tiglate,,geranyl tiglate,NA,NA,
597C,geranyl-2-methylbutyrate,,geranyl-2-methylbutyrate,NA,NA,
598C,germacrene a,,germacrene a,NA,NA,
599C,germacrene b,,germacrene b,NA,NA,
600C,germacrene d,,germacrene d,NA,NA,
601C,germacrene d 4-ol,,germacrene d 4-ol,NA,NA,
602C,germacrene d-4-alpha-ol,,germacrene d-4-alpha-ol,NA,NA,
603C,germacrene d-4-ol,,germacrene d-4-ol,NA,NA,
604C,germacrene0d,,germacrene0d,NA,NA,
605C,germacrene-b,,germacrene-b,NA,NA,
606C,germacrene-d,,germacrene-d,NA,NA,
607C,germacrene-d-4-ol,,germacrene-d-4-ol,NA,NA,
608C,globulol,,globulol,NA,NA,
609C,globulol+unknown,,globulol+unknown,NA,NA,
610C,gossonorol,,gossonorol,NA,NA,
611C,"guaia-6,9-diene",,"guaia-6,9-diene",NA,NA,
612C,guaiazulene,,guaiazulene,NA,NA,
613C,guaiol,,guaiol,NA,NA,
614C,guaiol isomer,,guaiol isomer,NA,NA,
615C,"guaiol isomer f,g",,"guaiol isomer f,g",NA,NA,
616C,hedycaryol,,hedycaryol,NA,NA,
617C,helifolenol b,,helifolenol b,NA,NA,
618C,heneicosane,,heneicosane,NA,NA,
619C,heptacosane,,heptacosane,NA,NA,
620C,heptadecanal,,heptadecanal,NA,NA,
621C,heptadecane,,heptadecane,NA,NA,
622C,heptadecene,,heptadecene,NA,NA,
623C,heptan-2-ol,,heptan-2-ol,NA,NA,
624C,heptanal,,heptanal,NA,NA,
625C,hexacosane,,hexacosane,NA,NA,
626C,hexadecane,,hexadecane,NA,NA,
627C,hexadecanoic acid,,hexadecanoic acid,NA,NA,
628C,hexadecanoic0acid,,hexadecanoic0acid,NA,NA,
629C,hexadecanol,,hexadecanol,NA,NA,
630C,hexadecyl acetate,,hexadecyl acetate,NA,NA,
631C,hexahydrofarnesyl acetone,,hexahydrofarnesyl acetone,NA,NA,
632C,hexahydrofarnesylacetone,,hexahydrofarnesylacetone,NA,NA,
633C,hexanal,,hexanal,NA,NA,
634C,hexanoic acid,,hexanoic acid,NA,NA,
635C,hexanol,,hexanol,NA,NA,
636C,hexenal,,hexenal,NA,NA,
637C,hexyl acetate,,hexyl acetate,NA,NA,
638C,hexyl butyrate,,hexyl butyrate,NA,NA,
639C,hexyl hexanoate,,hexyl hexanoate,NA,NA,
640C,hexyl isovalerate,,hexyl isovalerate,NA,NA,
641C,hexyl octanoate,,hexyl octanoate,NA,NA,
642C,hexyl tiglate,,hexyl tiglate,NA,NA,
643C,hexyl valerate,,hexyl valerate,NA,NA,
644C,hexyl-2-methyl butyrate,,hexyl-2-methyl butyrate,NA,NA,
645C,himachalol,,himachalol,NA,NA,
646C,hinesol,,hinesol,NA,NA,
647C,humulene,,humulene,NA,NA,
648C,humulene epoxide ii,,humulene epoxide ii,NA,NA,
649C,humulene epoxide iii,,humulene epoxide iii,NA,NA,
650C,humulene epoxide ll,,humulene epoxide ll,NA,NA,
651C,humulene epoxide-ii,,humulene epoxide-ii,NA,NA,
652C,humulene epoxide-iii,,humulene epoxide-iii,NA,NA,
653C,humulene oxide i,,humulene oxide i,NA,NA,
654C,humulene oxide ii,,humulene oxide ii,NA,NA,
655C,indole,,indole,NA,NA,
656C,isoamyl hexanoate,,isoamyl hexanoate,NA,NA,
657C,isoamyl isovalerate,,isoamyl isovalerate,NA,NA,
658C,isoamyl isovlerate,,isoamyl isovlerate,NA,NA,
659C,isoamyl-2-methyl butyrate,,isoamyl-2-methyl butyrate,NA,NA,
660C,isobazzanene,,isobazzanene,NA,NA,
661C,isoborneol,,isoborneol,NA,NA,
662C,isobornyl acetate,,isobornyl acetate,NA,NA,
663C,isobornyl formate,,isobornyl formate,NA,NA,
664C,isobornyl formate,,isobornyl formate,NA,NA,
665C,isobornyl propionate,,isobornyl propionate,NA,NA,
666C,isobornylformate,,isobornylformate,NA,NA,
667C,isobutylphenylacetate,,isobutylphenylacetate,NA,NA,
668C,isocaryophyllene,,isocaryophyllene,NA,NA,
669C,isocaryophyllene oxide,,isocaryophyllene oxide,NA,NA,
670C,isocomene,,isocomene,NA,NA,
671C,isoeogenol,,isoeogenol,NA,NA,
672C,isokaurene,,isokaurene,NA,NA,
673C,isoledene,,isoledene,NA,NA,
674C,isomenthol,,isomenthol,NA,NA,
675C,iso-menthol,,iso-menthol,NA,NA,
676C,isomenthone,,isomenthone,NA,NA,
677C,iso-menthone,,iso-menthone,NA,NA,
678C,isopentanol,,isopentanol,NA,NA,
679C,isophytol+phytol,,isophytol+phytol,NA,NA,
680C,isopinocamphone,,isopinocamphone,NA,NA,
681C,isopiperitenone,,isopiperitenone,NA,NA,
682C,isopropyl isobutyrate,,isopropyl isobutyrate,NA,NA,
683C,isopulegol,,isopulegol,NA,NA,
684C,isopulegyl acetate,,isopulegyl acetate,NA,NA,
685C,isospathulenol,,isospathulenol,NA,NA,
686C,isosylvestrene,,isosylvestrene,NA,NA,
687C,isoterpinolene,,isoterpinolene,NA,NA,
688C,isovaleric acid,,isovaleric acid,NA,NA,
689C,italicene epoxide,,italicene epoxide,NA,NA,
690C,junipercamphor,,junipercamphor,NA,NA,
691C,kessane,,kessane,NA,NA,
692C,Khusinol,,Khusinol,NA,NA,
693C,lavandulyl acetate,,lavandulyl acetate,NA,NA,
694C,lavandulyl isobutyrate,,lavandulyl isobutyrate,NA,NA,
695C,lavandulyl isovalerate,,lavandulyl isovalerate,NA,NA,
696C,ledene,,ledene,NA,NA,
697C,ledol,,ledol,NA,NA,
698C,limonene,,limonene,NA,NA,
699C,limonene+beta-phellandrene,,limonene+beta-phellandrene,NA,NA,
700C,limonene-4-ol,,limonene-4-ol,NA,NA,
701C,linaiooi,,linaiooi,NA,NA,
702C,linalool,,linalool,NA,NA,
703C,linalool oxide,,linalool oxide,NA,NA,
704C,linalool oxide (furanoid),,linalool oxide (furanoid),NA,NA,
705C,linalool propanoate,,linalool propanoate,NA,NA,
706C,linalyl acetate,,linalyl acetate,NA,NA,
707C,linalyl isobutyrate,,linalyl isobutyrate,NA,NA,
708C,linalyl propionate,,linalyl propionate,NA,NA,
709C,linoleic acid,,linoleic acid,NA,NA,
710C,l-linalool,,l-linalool,NA,NA,
711C,longiciclene,,longiciclene,NA,NA,
712C,longifolenaldehyde,,longifolenaldehyde,NA,NA,
713C,longipinanol,,longipinanol,NA,NA,
714C,maaliene,,maaliene,NA,NA,
715C,manool,,manool,NA,NA,
716C,manool oxide,,manool oxide,NA,NA,
717C,m-cresol,,m-cresol,NA,NA,
718C,m-cymenene,,m-cymenene,NA,NA,
719C,menthofuran,,menthofuran,NA,NA,
720C,menthol,,menthol,NA,NA,
721C,menthone,,menthone,NA,NA,
722C,menthyl acetate,,menthyl acetate,NA,NA,
723C,menthyl isovalerate,,menthyl isovalerate,NA,NA,
724C,mesitylene,,mesitylene,NA,NA,
725C,Methanoazulene,,Methanoazulene,NA,NA,
726C,methyl (z)-3-dodecenoate,,methyl (z)-3-dodecenoate,NA,NA,
727C,methyl acetate,,methyl acetate,NA,NA,
728C,methyl allyl trisulfide,,methyl allyl trisulfide,NA,NA,
729C,methyl anthranilate,,methyl anthranilate,NA,NA,
730C,methyl benzoate,,methyl benzoate,NA,NA,
731C,methyl carvacrol,,methyl carvacrol,NA,NA,
732C,methyl chavicol,,methyl chavicol,NA,NA,
733C,methyl cyclopentane,,methyl cyclopentane,NA,NA,
734C,methyl cyclopentanone,,methyl cyclopentanone,NA,NA,
735C,methyl eugenol,,methyl eugenol,NA,NA,
736C,methyl geranate,,methyl geranate,NA,NA,
737C,methyl heptenone,,methyl heptenone,NA,NA,
738C,methyl isovalerate,,methyl isovalerate,NA,NA,
739C,methyl octanoate,,methyl octanoate,NA,NA,
740C,methyl palmitate,,methyl palmitate,NA,NA,
741C,methyl salicylate,,methyl salicylate,NA,NA,
742C,methyl tetradecanoate,,methyl tetradecanoate,NA,NA,
743C,methyl thymol,,methyl thymol,NA,NA,
744C,methyl thymolmethyl ether,,methyl thymolmethyl ether,NA,NA,
745C,methyl-2-phenylacetate,,methyl-2-phenylacetate,NA,NA,
746C,mint sulfide,,mint sulfide,NA,NA,
747C,monoterpenes hydrocarbons,,monoterpenes hydrocarbons,NA,NA,
748C,"muurola-4,9-dien-15-ol",,"muurola-4,9-dien-15-ol",NA,NA,
749C,myrcene,,myrcene,NA,NA,
750C,myrcenol,,myrcenol,NA,NA,
751C,myristicin,,myristicin,NA,NA,
752C,myristyl acetate,,myristyl acetate,NA,NA,
753C,myrtanol,,myrtanol,NA,NA,
754C,myrtenal,,myrtenal,NA,NA,
755C,myrtenol,,myrtenol,NA,NA,
756C,myrtenol + myrtenal,,myrtenol + myrtenal,NA,NA,
757C,myrtenyl acetate,,myrtenyl acetate,NA,NA,
758C,(-)-alloaromadendrene,,NA,NA,NA,
759C,(-)-alpha-bisabolol,,NA,NA,NA,
760C,(-)-alpha-bisabolol oxide a,,NA,NA,NA,
761C,(-)-alpha-bisabolol oxide b,,NA,NA,NA,
762C,(-)-alpha-pinene,,NA,NA,NA,
763C,(-)-alpha-terpineol,,NA,NA,NA,
764C,(-)-alpha-thujene,,NA,NA,NA,
765C,(-)-beta-caryophyllene,,NA,NA,NA,
766C,(-)-beta-ocimene,,NA,NA,NA,
767C,(-)-beta-pinene,,NA,NA,NA,
768C,(-)-bornyl acetate,,NA,NA,NA,
769C,(-)-caryophyllene oxide,,NA,NA,NA,
770C,"(-)-elema-1,3,11(13)-trien-12-al",,NA,NA,NA,
771C,(-)-italicene ether,,NA,NA,NA,
772C,(-)-kaur-16-en-19-al,,NA,NA,NA,
773C,(-)-limonene,,NA,NA,NA,
774C,(-)-linalool,,NA,NA,NA,
775C,"(-)-pacifigorgia-1(6),10-diene",,NA,NA,NA,
776C,(-)-pacifigorgiol,,NA,NA,NA,
777C,(-)-spathulenol,,NA,NA,NA,
778C,"(-)-valerena-4,7(11)-diene",,NA,NA,NA,
779C,(-) -beta-caryophyllene,,NA,NA,NA,
780C,(-) -spathulenol,,NA,NA,NA,
781C,(-) – spathulenol,,NA,NA,NA,
782C,(-) caryophyllene oxide,,NA,NA,NA,
783C,(-)sabinene,,NA,NA,NA,
784C,(+)-alpha-pinene,,NA,NA,NA,
785C,(+)-alpha-terpineol,,NA,NA,NA,
786C,(+)-alpha-thujene,,NA,NA,NA,
787C,(+)-aromadendrene,,NA,NA,NA,
788C,(+)-beta-fenebrene,,NA,NA,NA,
789C,(+)-beta-pinene,,NA,NA,NA,
790C,(+)-isoiridemyrmecin,,NA,NA,NA,
791C,(+)-ledene,,NA,NA,NA,
792C,(+)-limonene,,NA,NA,NA,
793C,(+)-linalool,,NA,NA,NA,
794C,(+)sabinene,,NA,NA,NA,
795C,(+)terpinen-4-ol,,NA,NA,NA,
796C,"(11,13)labdadien-8-ol",,NA,NA,NA,
797C,"(1r,3s)-cembra-4,7,11,15-tetraen-3-ol",,NA,NA,NA,
798C,(1s)(-)-camphor,,NA,NA,NA,
799C,(2)-3-hexenylacetate,,NA,NA,NA,
800C,(2)-3-hexenylbenzoate,,NA,NA,NA,
801C,(2)-4-octenyloctanoate,,NA,NA,NA,
802C,(22)-(6e)-farnesol,,NA,NA,NA,
803C,(2e-)-methyl-3-octen-5-yne,,NA,NA,NA,
804C,(2e)-decen-1-ol,,NA,NA,NA,
805C,(2e)-undecenol,,NA,NA,NA,
806C,"(2e,6e)-farnesal",,NA,NA,NA,
807C,"(2e,6e)-farnesyl acetate",,NA,NA,NA,
808C,"(2e,6z)- farnesol",,NA,NA,NA,
809C,"(2e,6z)-farnesal",,NA,NA,NA,
810C,"(2e,6z)-farnesol",,NA,NA,NA,
811C,"(2r,5e)-caryophyll-5-en-12-al",,NA,NA,NA,
812C,"(2r,5s)-caryophyll-5-en-12-al",,NA,NA,NA,
813C,"(2s,5e)-caryophyll-5-en-12-al",,NA,NA,NA,
814C,"(2s,5r,9r)-1(12),8(15)-caryophyladiene-9alpha-ol",,NA,NA,NA,
815C,(2z)-nonenol,,NA,NA,NA,
816C,"(2z,6e)-farnensal",,NA,NA,NA,
817C,"(2z,6e)-farnesol",,NA,NA,NA,
818C,"(2z,6e)-farnesyl acetate",,NA,NA,NA,
819C,"(2z,6z)-farnesol",,NA,NA,NA,
820C,(3e)-hexenyl acetate,,NA,NA,NA,
821C,(3epsilon)-cembrene a,,NA,NA,NA,
822C,(3z)-butylidene phthalide,,NA,NA,NA,
823C,(3z)-cembrene a,,NA,NA,NA,
824C,(3z)-hexenol,,NA,NA,NA,
825C,(3z)-hexenyl-2-methylbutanoate,,NA,NA,NA,
826C,(3z)-hexenyl-3-methylbutanoate,,NA,NA,NA,
827C,"(4s,5s)-germacrone-4,5-epoxide",,NA,NA,NA,
828C,(4z)-decenal,,NA,NA,NA,
829C,(4z)-heptenal,,NA,NA,NA,
830C,(4z)-hexenol,,NA,NA,NA,
831C,(5.9-10)-kaur-15-ene,,NA,NA,NA,
832C,(−) italicene ether,,NA,NA,NA,
833C,(â)-alpha-selinene,,NA,NA,NA,
834C,(À)-ar-curcumen-15-al,,NA,NA,NA,
835C,(À)-epi-beta -bisabolol,,NA,NA,NA,
836C,(À)-italicene ether,,NA,NA,NA,
837C,(À) À gamma -curcumen-15-al,,NA,NA,NA,
838C,(e)--ionone,,NA,NA,NA,
839C,(e)--ocimene,,NA,NA,NA,
840C,(e)- nerolidol,,NA,NA,NA,
841C,"(e)-1-(3',4'-dimethoxy phenyl)but-1-ene",,NA,NA,NA,
842C,"(e)-1-(3',4'-dimethoxyphenyl)butadiene",,NA,NA,NA,
843C,(e)-1-butenylcyclopentane,,NA,NA,NA,
844C,(e)-1-eicosene,,NA,NA,NA,
845C,(e)-1-phenyl propyl tetrasulfide,,NA,NA,NA,
846C,(e)-1-propenyl propyl disulfide,,NA,NA,NA,
847C,(e)-1-propenyl propyl pentasulfide,,NA,NA,NA,
848C,(e)-1-propenyl propyl tetrasulfide,,NA,NA,NA,
849C,(e)-1-propenyl propyl trisulfide,,NA,NA,NA,
850C,(e)-1-propenyl sec-butyl disulfide,,NA,NA,NA,
851C,(e)-1-propenyl trisulfide,,NA,NA,NA,
852C,(e)-1-propenylsec-butyl disulfide,,NA,NA,NA,
853C,"(e)-1,1-diethoxyhex-2-ene",,NA,NA,NA,
854C,"(e)-1,2-hexenylbutyrate",,NA,NA,NA,
855C,(e)-12-norcaryophyll-5-en-2-one,,NA,NA,NA,
856C,(e)-14-hydroxy-9-epi-caryophyllene,,NA,NA,NA,
857C,(e)-2-butenal,,NA,NA,NA,
858C,(e)-2-decanol,,NA,NA,NA,
859C,(e)-2-decenyl acetate,,NA,NA,NA,
860C,(e)-2-dodecanal,,NA,NA,NA,
861C,(e)-2-dodecenal,,NA,NA,NA,
862C,(e)-2-dodecenol,,NA,NA,NA,
863C,(e)-2-dodecenyl acetate,,NA,NA,NA,
864C,(e)-2-ethylhexyl-methoxycinnamate,,NA,NA,NA,
865C,(e)-2-heptanal,,NA,NA,NA,
866C,(e)-2-hexadecenal,,NA,NA,NA,
867C,(e)-2-hexanal,,NA,NA,NA,
868C,(e)-2-hexanol,,NA,NA,NA,
869C,(e)-2-hexen-1-ol,,NA,NA,NA,
870C,(e)-2-hexenoic acid,,NA,NA,NA,
871C,(e)-2-hexenyl benzoate,,NA,NA,NA,
872C,(e)-2-hexenyl isobutyrate,,NA,NA,NA,
873C,(e)-2-hexyl-cinnamaldehyde,,NA,NA,NA,
874C,(e)-2-lachnophyllumester,,NA,NA,NA,
875C,(e)-2-methyl-2-butenyl angelate,,NA,NA,NA,
876C,(e)-2-methyl-2-butenyl isobutyrate,,NA,NA,NA,
877C,(e)-2-methyl-2-butenyl methacrylate,,NA,NA,NA,
878C,(e)-2-methyl-3-octen-5-yne,,NA,NA,NA,
879C,(e)-2-nonen-1-ol,,NA,NA,NA,
880C,(e)-2-nonenoic acid,,NA,NA,NA,
881C,(e)-2-octenal,,NA,NA,NA,
882C,(e)-2-octenoic acid,,NA,NA,NA,
883C,(e)-2-octenyl acetate,,NA,NA,NA,
884C,(e)-2-pentadecenal,,NA,NA,NA,
