compound_identifier,original_name,cleaned_name,IUPAC name,name_comments
659C,isoamyl-2-methyl butyrate,,,
660C,isobazzanene,,,
661C,isoborneol,,,
662C,isobornyl acetate,,,
663C,isobornyl formate,,,
664C,isobornyl formate,,,
665C,isobornyl propionate,,,
666C,isobornylformate,,,
667C,isobutylphenylacetate,,,
668C,isocaryophyllene,,,
669C,isocaryophyllene oxide,,,
670C,isocomene,,,
671C,isoeogenol,,,
672C,isokaurene,,,
673C,isoledene,,,
674C,isomenthol,,,
675C,iso-menthol,,,
676C,isomenthone,,,
677C,iso-menthone,,,
678C,isopentanol,,,
679C,isophytol+phytol,,,
680C,isopinocamphone,,,
681C,isopiperitenone,,,
682C,isopropyl isobutyrate,,,
683C,isopulegol,,,
684C,isopulegyl acetate,,,
685C,isospathulenol,,,
686C,isosylvestrene,,,
687C,isoterpinolene,,,
688C,isovaleric acid,,,
689C,italicene epoxide,,,
690C,junipercamphor,,,
691C,kessane,,,
692C,Khusinol,,,
693C,lavandulyl acetate,,,
694C,lavandulyl isobutyrate,,,
695C,lavandulyl isovalerate,,,
696C,ledene,,,
697C,ledol,,,
698C,limonene,,,
699C,limonene+beta-phellandrene,,,
700C,limonene-4-ol,,,
701C,linaiooi,,,
702C,linalool,,,
703C,linalool oxide,,,
704C,linalool oxide (furanoid),,,
705C,linalool propanoate,,,
706C,linalyl acetate,,,
707C,linalyl isobutyrate,,,
708C,linalyl propionate,,,
709C,linoleic acid,,,
710C,l-linalool,,,
711C,longiciclene,,,
712C,longifolenaldehyde,,,
713C,longipinanol,,,
714C,maaliene,,,
715C,manool,,,
716C,manool oxide,,,
717C,m-cresol,,,
718C,m-cymenene,,,
719C,menthofuran,,,
720C,menthol,,,
721C,menthone,,,
722C,menthyl acetate,,,
723C,menthyl isovalerate,,,
724C,mesitylene,,,
725C,Methanoazulene,,,
726C,methyl (z)-3-dodecenoate,,,
727C,methyl acetate,,,
728C,methyl allyl trisulfide,,,
729C,methyl anthranilate,,,
730C,methyl benzoate,,,
731C,methyl carvacrol,,,
732C,methyl chavicol,,,
733C,methyl cyclopentane,,,
734C,methyl cyclopentanone,,,
735C,methyl eugenol,,,
736C,methyl geranate,,,
737C,methyl heptenone,,,
738C,methyl isovalerate,,,
739C,methyl octanoate,,,
740C,methyl palmitate,,,
741C,methyl salicylate,,,
742C,methyl tetradecanoate,,,
743C,methyl thymol,,,
744C,methyl thymolmethyl ether,,,
745C,methyl-2-phenylacetate,,,
746C,mint sulfide,,,
747C,monoterpenes hydrocarbons,,,
748C,"muurola-4,9-dien-15-ol",,,
749C,myrcene,,,
750C,myrcenol,,,
751C,myristicin,,,
752C,myristyl acetate,,,
753C,myrtanol,,,
754C,myrtenal,,,
755C,myrtenol,,,
756C,myrtenol + myrtenal,,,
757C,myrtenyl acetate,,,
758C,(-)-alloaromadendrene,,,
759C,(-)-alpha-bisabolol,,,
760C,(-)-alpha-bisabolol oxide a,,,
761C,(-)-alpha-bisabolol oxide b,,,
762C,(-)-alpha-pinene,,,
763C,(-)-alpha-terpineol,,,
764C,(-)-alpha-thujene,,,
765C,(-)-beta-caryophyllene,,,
766C,(-)-beta-ocimene,,,
767C,(-)-beta-pinene,,,
768C,(-)-bornyl acetate,,,
769C,(-)-caryophyllene oxide,,,
770C,"(-)-elema-1,3,11(13)-trien-12-al",,,
771C,(-)-italicene ether,,,
772C,(-)-kaur-16-en-19-al,,,
773C,(-)-limonene,,,
774C,(-)-linalool,,,
775C,"(-)-pacifigorgia-1(6),10-diene",,,
776C,(-)-pacifigorgiol,,,
777C,(-)-spathulenol,,,
778C,"(-)-valerena-4,7(11)-diene",,,
779C,(-) -beta-caryophyllene,,,
780C,(-) -spathulenol,,,
781C,(-) – spathulenol,,,
782C,(-) caryophyllene oxide,,,
783C,(-)sabinene,,,
784C,(+)-alpha-pinene,,,
785C,(+)-alpha-terpineol,,,
786C,(+)-alpha-thujene,,,
787C,(+)-aromadendrene,,,
788C,(+)-beta-fenebrene,,,
789C,(+)-beta-pinene,,,
790C,(+)-isoiridemyrmecin,,,
791C,(+)-ledene,,,
792C,(+)-limonene,,,
793C,(+)-linalool,,,
794C,(+)sabinene,,,
795C,(+)terpinen-4-ol,,,
796C,"(11,13)labdadien-8-ol",,,
797C,"(1r,3s)-cembra-4,7,11,15-tetraen-3-ol",,,
798C,(1s)(-)-camphor,,,
799C,(2)-3-hexenylacetate,,,
800C,(2)-3-hexenylbenzoate,,,
801C,(2)-4-octenyloctanoate,,,
802C,(22)-(6e)-farnesol,,,
803C,(2e-)-methyl-3-octen-5-yne,,,
804C,(2e)-decen-1-ol,,,
805C,(2e)-undecenol,,,
806C,"(2e,6e)-farnesal",,,
807C,"(2e,6e)-farnesyl acetate",,,
808C,"(2e,6z)- farnesol",,,
809C,"(2e,6z)-farnesal",,,
810C,"(2e,6z)-farnesol",,,
811C,"(2r,5e)-caryophyll-5-en-12-al",,,
812C,"(2r,5s)-caryophyll-5-en-12-al",,,
813C,"(2s,5e)-caryophyll-5-en-12-al",,,
814C,"(2s,5r,9r)-1(12),8(15)-caryophyladiene-9alpha-ol",,,
815C,(2z)-nonenol,,,
816C,"(2z,6e)-farnensal",,,
817C,"(2z,6e)-farnesol",,,
818C,"(2z,6e)-farnesyl acetate",,,
819C,"(2z,6z)-farnesol",,,
820C,(3e)-hexenyl acetate,,,
821C,(3epsilon)-cembrene a,,,
822C,(3z)-butylidene phthalide,,,
823C,(3z)-cembrene a,,,
824C,(3z)-hexenol,,,
825C,(3z)-hexenyl-2-methylbutanoate,,,
826C,(3z)-hexenyl-3-methylbutanoate,,,
827C,"(4s,5s)-germacrone-4,5-epoxide",,,
828C,(4z)-decenal,,,
829C,(4z)-heptenal,,,
830C,(4z)-hexenol,,,
831C,(5.9-10)-kaur-15-ene,,,
832C,(−) italicene ether,,,
833C,(â)-alpha-selinene,,,
834C,(À)-ar-curcumen-15-al,,,
835C,(À)-epi-beta -bisabolol,,,
836C,(À)-italicene ether,,,
837C,(À) À gamma -curcumen-15-al,,,
838C,(e)--ionone,,,
839C,(e)--ocimene,,,
840C,(e)- nerolidol,,,
841C,"(e)-1-(3',4'-dimethoxy phenyl)but-1-ene",,,
842C,"(e)-1-(3',4'-dimethoxyphenyl)butadiene",,,
843C,(e)-1-butenylcyclopentane,,,
844C,(e)-1-eicosene,,,
845C,(e)-1-phenyl propyl tetrasulfide,,,
846C,(e)-1-propenyl propyl disulfide,,,
847C,(e)-1-propenyl propyl pentasulfide,,,
848C,(e)-1-propenyl propyl tetrasulfide,,,
849C,(e)-1-propenyl propyl trisulfide,,,
850C,(e)-1-propenyl sec-butyl disulfide,,,
851C,(e)-1-propenyl trisulfide,,,
852C,(e)-1-propenylsec-butyl disulfide,,,
853C,"(e)-1,1-diethoxyhex-2-ene",,,
854C,"(e)-1,2-hexenylbutyrate",,,
855C,(e)-12-norcaryophyll-5-en-2-one,,,
856C,(e)-14-hydroxy-9-epi-caryophyllene,,,
857C,(e)-2-butenal,,,
858C,(e)-2-decanol,,,
859C,(e)-2-decenyl acetate,,,
860C,(e)-2-dodecanal,,,
861C,(e)-2-dodecenal,,,
862C,(e)-2-dodecenol,,,
863C,(e)-2-dodecenyl acetate,,,
864C,(e)-2-ethylhexyl-methoxycinnamate,,,
865C,(e)-2-heptanal,,,
866C,(e)-2-hexadecenal,,,
867C,(e)-2-hexanal,,,
868C,(e)-2-hexanol,,,
869C,(e)-2-hexen-1-ol,,,
870C,(e)-2-hexenoic acid,,,
871C,(e)-2-hexenyl benzoate,,,
872C,(e)-2-hexenyl isobutyrate,,,
873C,(e)-2-hexyl-cinnamaldehyde,,,
874C,(e)-2-lachnophyllumester,,,
875C,(e)-2-methyl-2-butenyl angelate,,,
876C,(e)-2-methyl-2-butenyl isobutyrate,,,
877C,(e)-2-methyl-2-butenyl methacrylate,,,
878C,(e)-2-methyl-3-octen-5-yne,,,
879C,(e)-2-nonen-1-ol,,,
880C,(e)-2-nonenoic acid,,,
881C,(e)-2-octenal,,,
882C,(e)-2-octenoic acid,,,
883C,(e)-2-octenyl acetate,,,
884C,(e)-2-pentadecenal,,,
885C,(e)-2-pentenal,,,
886C,(e)-2-pentenol,,,
887C,(e)-2-pentenylfuran,,,
888C,(e)-2-tetradecanal,,,
889C,(e)-2-tetradecenal,,,
890C,(e)-2-tetradecenol,,,
891C,(e)-2-undecanal,,,
892C,(e)-2-undecenal,,,
893C,(e)-2-undecenol,,,
894C,(e)-3-butylidene phthalide,,,
895C,(e)-3-butylidenephthalide-ms,,,
896C,"(e)-3-ethyl-1,5-octadiene",,,
897C,(e)-3-hepten-2-one,,,
898C,(e)-3-hexanoic acid,,,
899C,(e)-3-hexanol,,,
900C,(e)-3-hexenal,,,
901C,(e)-3-hexenyl acetate,,,
902C,(e)-3-hexenyl isovalerate,,,
903C,(e)-3-nonene,,,
904C,(e)-3-octen-2-one,,,
905C,(e)-3-octenol,,,
906C,(e)-3-octenyl acetate,,,
907C,(e)-3-penten-2-one,,,
908C,(e)-3(10)-caren-2-ol,,,
909C,"(e)-3,5-nonadiyne-7-ene",,,
910C,"(e)-3,7-dimethyl-2,7-octadien-1,6-diol",,,
911C,(e)-4-decenal,,,
912C,(e)-4-hepten-2-ol,,,
913C,"(e)-4,8-dimethyl-1,3,7-nonatriene",,,
914C,(e)-6-nonenol,,,
915C,(e)-9-eicosene,,,
916C,(e)-9-epi-caryophyllene,,,
917C,(e)-9-hexadecenoic acid,,,
918C,(e)-alpha-atlantone,,,
919C,(e)-alpha-bergamotene,,,
920C,(e)-alpha-cadinol,,,
921C,(e)-alpha-damascenone,,,
922C,(e)-alpha-decenal,,,
923C,(e)-alpha-farnesene,,,
924C,(e)-alpha-isomethyl-ionol acetate,,,
925C,(e)-alpha-ocimene,,,
926C,(e)-alpha-trans-bergamotol,,,
927C,(e)-anethol,,,
928C,(E)-anethole + bornyl acetate,,,
929C,(e)-apritone,,,
930C,(e)-asarone,,,
931C,(e)-b-ocimene,,,
932C,(E)-beta--ocimene,,,
933C,(e)-beta- terpineol,,,
934C,(e)-beta-amascenone,,,
935C,(e)-beta-begamotene,,,
936C,(e)-beta-bisabolene,,,
937C,(e)-beta-caryophyllene,,,
938C,(e)-beta-damascenone,,,
939C,(e)-beta-damascone,,,
940C,(e)-beta-elemenone,,,
941C,(e)-beta-famesene,,,
942C,"(e)-beta-farnesene epoxide((e)-(5,9-dimethyl-1-methylene-4,8-decadienyl)-oxirane)",,,
943C,(e)-beta-guaiene,,,
944C,(e)-beta-ionone+6-methyl-gamma-(e)-ionone,,,
945C,(e)-beta-ionone+beta-selinene,,,
946C,(e)-beta-ocimene epoxide,,,
947C,(e)-beta-santalol,,,
948C,(e)-beta ocimene,,,
949C,(e)-bisabol-11-ol,,,
950C,(e)-butylidenephthalide,,,
951C,"(e)-cadina-1(2),4-diene",,,
952C,"(e)-cadina-1(6),4-diene",,,
953C,(e)-cadinene,,,
954C,(e)-camphenone,,,
955C,(e)-cariophylene,,,
956C,(e)-carveol,,,
957C,(e)-caryophyllene oxide,,,
958C,(e)-chrysanthenol,,,
959C,(e)-cinnamic acid,,,
960C,(e)-cinnamic alcohol,,,
961C,(e)-cinnamic aldehyde,,,
962C,(e)-cinnamyl alcohol,,,
963C,(e)-cinnamyl butyrate,,,
964C,(e)-cinnamyl hexanoate,,,
965C,(e)-cinnamyl isovalerate,,,
966C,(e)-citral,,,
967C,(e)-delta-farnesene,,,
968C,(e)-delta-ocimene,,,
969C,(e)-diidro-apofarnesol,,,
970C,(e)-ectocarpene c,,,
971C,(e)-ethyl cinnamate,,,
972C,(e)-farnesene,,,
973C,(e)-farnesol,,,
974C,(e)-gamma-atlantone,,,
975C,(e)-gamma-curcumen-12-ol+n.i.,,,
976C,(E)-geranic acid,,,
977C,(e)-geraniol,,,
978C,(e)-geranyl acetate,,,
979C,(e)-geranylacetone,,,
980C,(e)-hept-2-enal,,,
981C,(e)-hex-2-enal,,,
982C,(e)-hexenal,,,
983C,(e)-hexenol,,,
984C,(e)-ionone,,,
985C,(e)-isoamyl cinnamate,,,
986C,(e)-isocitral,,,
987C,(e)-isodillapiole,,,
988C,(e)-isoelemicin,,,
989C,(e)-isoeugenol,,,
990C,(e)-isoeugenol acetate,,,
991C,(e)-isoeugenyl acetate,,,
992C,(e)-isolimonene,,,
993C,(e)-isomyristicin,,,
994C,(e)-isosafrol,,,
995C,(e)-jasmolactone,,,
996C,(e)-jasmone,,,
997C,(e)-jasmonyl acetate,,,
998C,"(e)-labda-8(17),12-diene-15-ol-16-al",,,
999C,"(e)-labda-8(17),12-diene-15,16-dial",,,
1000C,(e)-lachnophyllol acetate,,,
1001C,(e)-lanceol,,,
1002C,(e)-lanceol acetate,,,
1003C,(e)-ligustilide-ms,,,
1004C,(e)-linalool oxide,,,
1005C,(e)-linalool oxide (furanoid),,,
1006C,(e)-linalool oxide (pyranoid),,,
1007C,(e)-linaloolÂ oxide,,,
1008C,(e)-myroxide,,,
1009C,(e)-myroxyde,,,
1010C,(e)-nerolidiol,,,
1011C,(e)-nerolido,,,
1012C,(e)-nerolidol+ledol,,,
1013C,(e)-nerolidyl acetate,,,
1014C,(e)-nonadecene,,,
1015C,(e)-nuciferal,,,
1016C,(e)-nuciferyl acetate,,,
1017C,(e)-nuciferyl formate,,,
1018C,(e)-ocimene,,,
1019C,(e)-oct-3-enal,,,
1020C,(e)-oleic acid,,,
1021C,(e)-p-farnesene,,,
1022C,(e)-p-hexenal diethyl acetal,,,
1023C,(e)-p-menth-2-en-7-ol,,,
1024C,(e)-p-ocimene,,,
1025C,(e)-palmitoleic acid,,,
1026C,(e)-phytol,,,
1027C,(e)-pinane,,,
1028C,(e)-pinene,,,
1029C,(e)-pinocamphone,,,
1030C,(e)-psclmene,,,
1031C,(e)-q-tetradecenal,,,
1032C,(e)-roseÂ oxide,,,
1033C,(e)-sabinene hydrate,,,
1034C,(e)-sabineneÂ hydrate,,,
1035C,(e)-salvene,,,
1036C,(E)-sesquisabinene hydrate,,,
1037C,(e)-sesquithujen-12-al,,,
1038C,(e)-sesquithujen-12-ol,,,
1039C,(e)-sesquithujene-12-ol,,,
1040C,(e)-thujone,,,
1041C,(e)-thujopsene,,,
1042C,"(e)-trans-alpha-bergamota-2,10-dien-12-al",,,
1043C,"(e)-trans-alpha-bergamota-2,10-dien-12-ol",,,
1044C,"(e)-trans-bergamota-2,12-dien-14-ol",,,
1045C,(e)-veltonal,,,
1046C,(e)-verbenol,,,
1047C,(e)-verbenylÂ acetate,,,
1048C,"(e, e)-alpha-farnesene",,,
1049C,"(e,""e)-alpha-farnesene",,,
1050C,"(e, e) – pseudoionone",,,
1051C,"(e,Â e)-farnesol",,,
1052C,"(e,e)-1,3,11-tri dec alpha-triene-5,7,9-triyne",,,
1053C,"(e,e)-2-4-decadienal",,,
1054C,"(e,e)-2-4-heptadienal",,,
1055C,"(e,e)-2-hexadienal",,,
1056C,"(e,e)-2,4-decadienai",,,
1057C,"(e,e)-2,4-heptadienal",,,
1058C,"(e,e)-2,4-nonadienal",,,
1059C,"(e,e)-2,4-octadienal",,,
1060C,"(e,e)-2,6-farnesol",,,
1061C,"(e,e)-2,6-farnesyl acetate",,,
1062C,"(e,e)-3,5-octadien-2-one",,,
1063C,"(e,e)-3,6-nonadienol",,,
1064C,"(e,e)-4-octadienal",,,
1065C,"(e,e)-aalpha-farnesene",,,
1066C,"(e,e)-alloocimene",,,
1067C,"(e,e)-alpha-farnesene + beta-bisabolene",,,
1068C,"(e,e)-alpha-farnesene f",,,
1069C,"(e,e)-alpha-farnesol",,,
1070C,"(e,e)-alpha-ionone",,,
1071C,"(e,e)-beta-farnesene",,,
1072C,"(e,e)-beta-ionone",,,
1073C,"(e,e)-decadienal",,,
1074C,"(e,e)-delta-ocimene",,,
1075C,"(e,e)-dodecadienal",,,
1076C,"(e,e)-e-farnesol",,,
1077C,"(e,e)-farnesal",,,
1078C,"(e,e)-farnesol dimethyl for acetophenone",,,
1079C,"(e,e)-farnesyl acetate",,,
1080C,"(e,e)-farnesyl acetone",,,
1081C,"(e,e)-farnesyl acetone f",,,
1082C,"(e,e)-geranyl linalool",,,
1083C,"(e,e)-germacrone",,,
1084C,"(e,e)-methyl-10,11-epoxyfarnesoate",,,
1085C,"(e,e)-methyl-farnesoate",,,
1086C,"(e,e)-ocimene",,,
1087C,"(e,e)-pseudoionone",,,
1088C,"(e,z)-2-4-decadienal",,,
1089C,"(e,z)-2,3-nonadienal",,,
1090C,"(e,z)-2,4-decadienal +2-nonenyl acetate",,,
1091C,"(e,z)-2,4-heptadienai",,,
1092C,"(e,z)-2,4-heptadienal",,,
1093C,"(e,z)-2,6-decadienal",,,
1094C,"(e,z)-2,6-nonadienal",,,
1095C,"(e,z)-2,6-nonadienol",,,
1096C,"(e,z)-2,8nonadienal",,,
1097C,"(e,z)-3-5-octadien-2-one",,,
1098C,"(e,z)-3,6-nonadienol",,,
1099C,"(e,z)-allo-ocimene",,,
1100C,"(e,z)-alpha-farnesene",,,
1101C,"(e,z)-decadienal",,,
1102C,"(e,z)-farnesal",,,
1103C,"(e,z)-farnesol",,,
1104C,"(e,z)-hecadecenal",,,
1105C,"(e,z)-hexenal",,,
1106C,"(e,z)-matricaria ester+alpha-muurolene",,,
1107C,"(e,z)-nonadienal",,,
1108C,"(e,z)-undeca-1,3,5-triene",,,
1109C,(o+p)-cymene,,,
1110C,(z-)-gamma-bisabolene,,,
1111C,(z)-(2-hydroxy-2-isopropyl-5-methyl)-cyclohexanol,,,
1112C,"(z)-1-(2',4',5'-trimethoxy phenyl)-butadiene",,,
1113C,"(z)-1-(3',4'-dimethoxyphenyl)-butadiene",,,
1114C,"(z)-1-propenyl-2,3,4,5-tetramethoxybenzene",,,
1115C,(z)-1-propenyl methyl trisulfide,,,
1116C,(z)-1-propenyl propyl pentasulfide,,,
1117C,(z)-1-propenyl propyl tetrasulfide,,,
1118C,(z)-1-propenyl propyl trisulfide,,,
1119C,(z)-1-propenyl sec-butyl disulfide,,,
1120C,(z)-1-prpenyl propyl tetrasulfide,,,
1121C,"(z)-1,1-diethoxyhex-2-ene",,,
1122C,(Z)-14-Hydroxy-caryophyllene,,,
1123C,(z)-2-decanal,,,
1124C,(z)-2-decenal,,,
1125C,(z)-2-decenol,,,
1126C,(z)-2-dodecene,,,
1127C,(z)-2-eicosene,,,
1128C,(z)-2-ethylhexyl-methoxycinnamate,,,
1129C,(z)-2-hepten-4-one,,,
1130C,(z)-2-heptenal,,,
1131C,(z)-2-hexenal,,,
1132C,(z)-2-hexenol,,,
1133C,(z)-2-hexenylbenzoate,,,
1134C,(z)-2-hexenylisovalerate,,,
1135C,(z)-2-methyl-3-octen-5-yne,,,
1136C,(z)-2-methylbutyrate,,,
1137C,(z)-2-nonan-4-one,,,
1138C,(z)-2-nonenal,,,
1139C,(z)-2-octenal,,,
1140C,(z)-2-p-menthen-1-ol,,,
1141C,(z)-2-pentenol,,,
1142C,(z)-2-pentenylacetate,,,
1143C,(z)-2-propenal,,,
1144C,(z)-2-undecene,,,
1145C,(z)-3-butylidenephthalide,,,
1146C,(z)-3-cambrene a,,,
1147C,(z)-3-dodecenoic acid,,,
1148C,"(z)-3-ethyl-1,5-octadiene",,,
1149C,(z)-3-heptenoic acid,,,
1150C,(z)-3-hexadecane,,,
1151C,(z)-3-hexanal,,,
1152C,(z)-3-hexanol,,,
1153C,(z)-3-hexanyl acetate,,,
1154C,(z)-3-hexanyl benzoate,,,
1155C,(z)-3-hexen-1-ol,,,
1156C,(z)-3-hexene-1-ol,,,
1157C,(z)-3-hexenoic acid,,,
1158C,(z)-3-hexenyl-2-methylbutyrate,,,
1159C,(z)-3-hexenyl-3-methylbutyrate,,,
1160C,(z)-3-hexenyl 2-butenoate,,,
1161C,(z)-3-hexenyl 2-methylbutanoate,,,
1162C,(z)-3-hexenyl acetate,,,
1163C,(z)-3-hexenyl angelate,,,
1164C,(z)-3-hexenyl angelate+methyl naphthalene,,,
1165C,(z)-3-hexenyl butanoate,,,
1166C,(z)-3-hexenyl butyrate,,,
1167C,(z)-3-hexenyl isobutanoate,,,
1168C,(z)-3-hexenyl isobutyrate,,,
1169C,(z)-3-hexenyl isocalerate,,,
1170C,(z)-3-hexenyl isovalerate,,,
1171C,(z)-3-hexenyl isovalreate,,,
1172C,(z)-3-hexenyl octanoate,,,
1173C,(z)-3-hexenyl phenylacetate,,,
1174C,(z)-3-hexenyl propanoate,,,
1175C,(z)-3-hexenyl valerate,,,
1176C,(z)-3-hexenylÂ isovalerate,,,
1177C,(z)-3-hexyl butyrate,,,
1178C,(z)-3-nonenol,,,
1179C,(z)-3-octenoic acid,,,
1180C,(z)-3-octenol,,,
1181C,(z)-3-tridecane,,,
1182C,"(z)-3,5-nonadiyne-7-ene",,,
1183C,"(z)-3,7-dimethyl-2,7-octadien-1,6-diol",,,
1184C,(z)-4-decanal,,,
1185C,(z)-4-decenal,,,
1186C,(z)-4-decenol,,,
1187C,(z)-4-heptenal,,,
1188C,(z)-4-heptenoic acid,,,
1189C,(z)-4-heptenol,,,
1190C,(z)-4-octenol,,,
1191C,(z)-4-octenyl-2-methylbutyrate,,,
1192C,(z)-4-octenyl 2-methyl butyrate,,,
1193C,(z)-4-octenyl 3-methyl butyrate + phenyl ethyl butyrate,,,
1194C,(z)-4-octenyl acetate,,,
1195C,(z)-4-octenyl butyrate,,,
1196C,(z)-4-octenyl hexanoate,,,
1197C,(z)-4-octenyl isobutyrate,,,
1198C,(z)-4-octenyl pentanoate,,,
1199C,(z)-5-decenyl acetate,,,
1200C,(z)-5-heptenoic acid,,,
1201C,(z)-5-nonadecene,,,
1202C,(z)-5-octenoic acid,,,
1203C,(z)-6-decenylacetate,,,
1204C,(z)-6-dodecen-g-lactone,,,
1205C,"(z)-6-methyl-3,5-heptadien-2-one",,,
1206C,(z)-6-octadecenoic acid,,,
1207C,(z)-6-pentadecen-2-one,,,
1208C,"(z)-6,10-dimethyl-5-9-undecadien-2-one",,,
1209C,(z)-7-dodecenol,,,
1210C,(z)-9-hexadecenol,,,
1211C,(z)-9-methyloctadecanoate,,,
1212C,(z)-9-octadecenamide,,,
1213C,(z)-9-octadecenoic acid,,,
1214C,(z)-9-tetradecenal,,,
1215C,(z)-9-tricosane,,,
1216C,(z)-abienol,,,
1217C,(z)-alpha-atlantone,,,
1218C,(z)-alpha-bergamotene,,,
1219C,(z)-alpha-bisabolene oxide,,,
1220C,(z)-alpha-cadinol,,,
1221C,(z)-alpha-ionone,,,
1222C,(z)-alpha-ocimene,,,
1223C,(z)-alpha-trans-bergamatol,,,
1224C,(z)-alpha-trans-bergamotal acetate,,,
1225C,(z)-alpha-trans-bergamotene,,,
1226C,(z)-alpha-trans-bergamotol acetate,,,
1227C,(z)-asarone,,,
1228C,(z)-b-ocimene,,,
1229C,(z)-beta- ocimene,,,
1230C,(z)-beta- terpineol,,,
1231C,(z)-beta-bisabolene,,,
1232C,(z)-beta-caryophyllene,,,
1233C,(z)-beta-curcumen-12-ol,,,
1234C,(z)-beta-damascenone,,,
1235C,(z)-beta-damascone,,,
1236C,(z)-beta-famesene,,,
1237C,(z)-beta-guaiene,,,
1238C,(z)-beta-ionone,,,
1239C,(z)-beta-ocimene (m),,,
1240C,(z)-beta-ocimene epoxide,,,
1241C,(z)-beta-ocimene+gamma-terpinene,,,
1242C,(z)-beta-santalene,,,
1243C,(z)-beta-santalol,,,
1244C,(z)-beta-santalol acetate,,,
1245C,(z)-beta-santalyl acetate,,,
1246C,(z)-beta-terpineol,,,
1247C,(z)-beta -ocimene,,,
1248C,(z)-butylidene phthalide,,,
1249C,"(z)-cadina-1,4-diene",,,
1250C,(z)-calacorene,,,
1251C,(z)-calamenene,,,
1252C,(z)-cariophylene,,,
1253C,(z)-carveol,,,
1254C,(z)-carvylÂ acetate,,,
1255C,(z)-caryophyllene,,,
1256C,(z)-caryophyllene oxide,,,
1257C,(z)-cinnamaldehyde,,,
1258C,(z)-cinnamyl alcohol,,,
1259C,(z)-cinnamyl tiglate,,,
1260C,(z)-citral,,,
1261C,(z)-dehydro-apofarnesol,,,
1262C,(z)-dihydrocarvone,,,
1263C,(z)-dimethoxy citral,,,
1264C,(z)-epoxy ocimene,,,
1265C,(z)-ethyl-3-hexenoate,,,
1266C,(z)-ethyl cinnamate,,,
1267C,(z)-falcarinol,,,
1268C,(Z)-Farnesol,,,
1269C,(z)-gamma-atlantone,,,
1270C,(z)-gamma-curcumen-12-ol,,,
1271C,(z)-hex-2-en-1-ol,,,
1272C,(z)-hex-3-en-1-ol,,,
1273C,(z)-hexenol,,,
1274C,(z)-hexenyl benzoate,,,
1275C,(z)-hydroxy-sesquicineole,,,
1276C,(z)-isoapiole+dillapiole,,,
1277C,(z)-isocitral,,,
1278C,(z)-isoelemicin,,,
1279C,(z)-isoeugenol,,,
1280C,(z)-isoeugenyl acetate,,,
1281C,(z)-isogeranic acid,,,
1282C,(z)-isomyristicin,,,
1283C,(z)-jasmone,,,
1284C,(z)-lachnophyllum ester,,,
1285C,(z)-lanceol,,,
1286C,(z)-lanceol acetate,,,
1287C,(z)-ligustillide + mint sulfide,,,
1288C,(z)-limoneneÂ oxide,,,
1289C,(z)-linalool oxide,,,
1290C,(z)-linalool oxide (furanoid),,,
1291C,(z)-linalool oxide (pyranoid),,,
1292C,(z)-linaloolÂ oxide,,,
1293C,(z)-methyl cinnamate,,,
1294C,(z)-methyl dihydrojasmonate,,,
1295C,(z)-methyl jasmonate,,,
1296C,(z)-methylisoeugenol,,,
1297C,(z)-nerolidol + germacrene b,,,
1298C,(z)-nerolidol acetate,,,
1299C,(z)-ocimene,,,
1300C,(z)-ocimenone,,,
1301C,(z)-octadec-9-enal,,,
1302C,(z)-oleic acid,,,
1303C,(z)-p-farnesene,,,
1304C,"(Z)-p-mentha-1,5-dien-8-ol",,,
1305C,(z)-palmitoleic acid,,,
1306C,(Z)-Para-menth-2-en-1-ol,,,
1307C,(z)-phytol,,,
1308C,(z)-sabinene hydrate,,,
1309C,(z)-sabineneÂ hydrate,,,
1310C,(z)-sabinol,,,
1311C,(z)-salvene,,,
1312C,(z)-sesquilavandulol,,,
1313C,(Z)-Sesquisabinene hydrate,,,
1314C,(z)-theaspiran,,,
1315C,(z)-thujone,,,
1316C,(z)-thujopsene,,,
1317C,(z)-trimenal,,,
1318C,(z)-zasmone,,,
1319C,(z) beta-ocimene,,,
1320C,(z) hex-3-enylacetate,,,
1321C,(z)â9-octadecen-1-ol,,,
1322C,"(z,Â e)-farnesol",,,
1323C,"(z,e)-2,4-undecadiene",,,
1324C,"(z,e)-2,6-farnesol",,,
1325C,"(z,e)-2,6-farnesyl acetate",,,
1326C,"(z,e)-allo-ocimene",,,
1327C,"(z,e)-farnesal",,,
1328C,"(z,e)-farnesol",,,
1329C,"(z,e)-farnesyl acetate",,,
1330C,"(z,e)-geranyl linalool",,,
1331C,"(z,e)-isoeugenols",,,
1332C,"(z,e) alpha-farnasene",,,
1333C,"(z,z)-1,5-cyclodecadiene",,,
1334C,"(z,z)-2,6-nonadienal",,,
1335C,"(z,z)-3,6-nonadienol",,,
1336C,"(z,z)-6,9-pentadecadien-1-ol",,,
1337C,"(z,z)-8-11-heptadecadienal",,,
1338C,"(z,z)-9-12-octadecadienoic acid",,,
1339C,"(z,z)-9,12-methyl octadecadienoate",,,
1340C,"(z,z)-allo-ocimene",,,
1341C,"(z,z)-bisabola-2,7,10-trien-13-ol",,,
1342C,"(z,z)-farnesol",,,
1343C,"(z,z)-farnesyl acetate",,,
1344C,"(z,z)-germacrone",,,
1345C,"(z,z)-matricaria ester",,,
1346C,"(z,z,z)-7,10,13-hexadecatrienal",,,
