pid,pname (v 1.0),scientificName (gbif),Normalized name,Details,Error,kingdom,phylum,class,order,family,genus,species
140,Artemisia ciniformis,Artemisia ciniformis Krasch. & Popov ex P.Poljakov,Artemisia ciniformis,Krasch. & Popov ex P.Poljakov,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium ciniforme
141,Artemisia coerulescens,Artemisia L.,Artemisia caerulescens,Unresolved,Typographical error in specific epithet and duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,
142,Artemisia coerulescens ssp. cretacea,Artemisia caerulescens subsp. cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini,Artemisia caerulescens,subsp. Cretacea (Fiori) A.J.B.Brilli-Cattarini & L.Gubellini,duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium caerulescens
143,Artemisia copa,Artemisia copa Phil.,Artemisia copa,Phil.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia copa
144,Artemisia densiflora,Artemisia densiflora Viv.,Artemisia densiflora,Viv.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium densiflorum
145,Artemisia deserti,Artemisia deserti Krasch.,Artemisia deserti,Krasch.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium deserti
146,Artemisia diffusa,Artemisia diffusa Krasch. ex P.Poljakov,Artemisia diffusa,Krasch. ex P.Poljakov,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium diffusum
147,Artemisia dracunculus,Artemisia dracunculus L.,Artemisia dracunculus,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dracunculus
148,Artemisia ferganensis,Artemisia ferganensis Krasch. ex Poljakov,Artemisia ferganensis,Krasch. ex Poljakov,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium ferganense
149,Artemisia fragrans,Artemisia fragrans Willd.,Artemisia fragrans,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium fragrans
150,Artemisia gallica,Artemisia gallica Willd.,Artemisia gallica,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium caerulescens
151,Artemisia gmelinii,Artemisia gmelinii Stechm.,Artemisia gmelinii,Stechm.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia gmelinii
152,Artemisia gypsacea,"Artemisia gypsacea Krasch., Popov & Lincz. ex P.Poljakov",Artemisia gypsacea,"Krasch., Popov & Lincz. ex P.Poljakov",,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium gypsaceum
153,Artemisia herba-alba,Artemisia herba-alba subsp. valentina (Lam.) Masclans,Artemisia herba-alba,subsp. valentina (Lam.) Masclans,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia valentina
154,Artemisia incana,Artemisia incana Druce,Artemisia incana,Druce,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia incana
155,Artemisia judaica,Artemisia judaica L.,Artemisia judaica,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia judaica
156,Artemisia kermanensis,Artemisia kermanensis D.Podl.,Artemisia kermanensis,D.Podl.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium kermanense
157,Artemisia khorassanica,Artemisia khorassanica D.Podl.,Artemisia khorassanica,D.Podl.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium oliverianum
158,Artemisia kopetdaghensis,"Artemisia kopetdaghensis Krasch., Popov & Lincz. ex Poljakov",Artemisia kopetdaghensis,"Krasch., Popov & Lincz. ex Poljakov",,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia kopetdaghensis
159,Artemisia lobelii,Artemisia lobelii All.,Artemisia lobelii,All.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia alba
160,Artemisia maritima,Artemisia maritima Besser,Artemisia maritima,Besser,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia maritima
161,Artemisia myriantha,Artemisia myriantha Wall. ex DC.,Artemisia myriantha,Wall. ex DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia myriantha
162,Artemisia nilagirica,Artemisia nilagirica (C.B.Clarke) Pamp.,Artemisia nilagirica,(C.B.Clarke) Pamp.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia nilagirica
163,Artemisia nilagirica var. Septentrionalis,Artemisia nilagirica var. septentrionalis Pamp.,Artemisia nilagirica,var. Septentrionalis Pamp.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia nilagirica
164,Artemisia persica,Artemisia persica Boiss.,Artemisia persica,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia persica
165,Artemisia roxburghiana,Artemisia roxburghiana Bess.,Artemisia roxburghiana,Bess.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia roxburghiana
166,Artemisia santolina,Artemisia santolina Schrenk,Artemisia santolina,Schrenk,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium santolinum
167,Artemisia scoparia,Artemisia scoparia Waldst. & Kit.,Artemisia scoparia,Waldst. & Kit.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia scoparia
168,Artemisia sieberi,Artemisia sieberi Bess.,Artemisia sieberi,Bess.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Seriphidium,Seriphidium sieberi
169,Artemisia splendens,Artemisia splendens Willd.,Artemisia splendens,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia splendens
170,Artemisia stelleriana,Artemisia stelleriana Bess.,Artemisia stelleriana,Bess.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia stelleriana
171,Artemisia subdigitata,Artemisia subdigitata Mattf.,Artemisia subdigitata,Mattf.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dubia
172,Artemisia verlotiorum,Artemisia verlotiorum Lamotte,Artemisia verlotiorum,Lamotte,Same as the next entry,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia verlotiorum
173,Artemisia verlotiorum Lamotte,Artemisia verlotiorum Lamotte,Artemisia verlotiorum,Lamotte,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia verlotiorum
174,Artemisia vulgaris,Artemisia vulgaris L.,Artemisia vulgaris,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris
175,Artemisia wallichiana,Artemisia wallichiana Bess.,Artemisia wallichiana,Bess.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia indica
176,Artmisia eriantha,Artemisia eriantha Ten.,Artemisia eriantha,Ten.,Typographical Error,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia umbelliformis
177,Aspilia africana,Aspilia africana (Pers.) C.D.Adams,Aspilia africana,(Pers.) C.D.Adams,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aspilia,Aspilia africana
178,Astartea leptophylla,Astartea leptophylla Schauer,Astartea leptophylla,Schauer,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Astartea,Astartea fascicularis
179,Astartea sp. nov.,Astartea DC.,Astartea sp. nov.,Unresolved,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Astartea,
180,Aster ageratoides,Aster ageratoides Turcz.,Aster ageratoides,Turcz.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aster,Aster ageratoides
181,Astrodaucus orientalis,Astrodaucus orientalis Drude,Astrodaucus orientalis,Drude,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Astrodaucus,Astrodaucus orientalis
182,Astrodaucus persicus,Astrodaucus persicus Drude,Astrodaucus persicus,Drude,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Astrodaucus,Astrodaucus persicus
183,Astydamia latifolia,Astydamia latifolia (L.fil.) O.Ktze.,Astydamia latifolia,(L.fil.) O.Ktze.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Astydamia,Astydamia latifolia
184,Athamanta sicula,Athamanta sicula L.,Athamanta sicula,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Athamanta,Athamanta sicula
185,Athamanta turbith subsp. Haynaldii,Athamanta turbith subsp. haynaldii (Borbás & Uechtr.) Tutin,Athamanta turbith ,subsp. haynaldii (Borbás & Uechtr.) Tutin,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Athamanta,Athamanta turbith
186,Athamanta turbith subsp. Hungarica,Athamanta turbith subsp. hungarica (Borbás) Tutin,Athamanta turbith ,subsp. hungarica (Borbás) Tutin,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Athamanta,Athamanta turbith
187,Athrotaxis cupressoides,Athrotaxis cupressoides D.Don,Athrotaxis cupressoides,D.Don,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Athrotaxis,Athrotaxis cupressoides
188,Athrotaxis selaginoides,Athrotaxis selaginoides D.Don,Athrotaxis selaginoides,D.Don,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Athrotaxis,Athrotaxis selaginoides
189,Athrotaxis taxifolia,Athrotaxis laxifolia Hook.,Athrotaxis taxifolia,Hook.,Typographical error in specific epithet,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Athrotaxis,Athrotaxis laxifolia
190,Atlantia roxburghiana,Atalantia roxburghiana Hook.f.,Atalantia roxburghiana,Hook.f.,Typographical error in genus,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Atalantia,Atalantia roxburghiana
191,Austrocedrus chilensis,Austrocedrus chilensis (D.Don) Pic.Serm. & M.P.Bizzarri,Austrocedrus chilensis,(D.Don) Pic.Serm. & M.P.Bizzarri,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Austrocedrus,Austrocedrus chilensis
192,Averrhoa carmbola,Averrhoa carambola L.,Averrhoa carambola,L.,Typographical Error in the specific epithet,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Averrhoa,Averrhoa carambola
193,Azilia eryngioedes,Azilia eryngioides (Pau) Hedge & Lamond,Azilia eryngioedes,(Pau) Hedge & Lamond,Typographical Error in the specific epithet,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Azilia,Azilia eryngioides
194,Baccharis articulata,Baccharis articulata Pers.,Baccharis articulata,Pers.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis articulata
195,Baccharis articulata (female plant),Baccharis articulata Pers.,Baccharis articulata,(female plant) Pers.,duplicate entry,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis articulata
196,Baccharis coridifolia,Baccharis coridifolia DC.,Baccharis coridifolia,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis coridifolia
197,Baccharis dracunculifolia,Baccharis dracunculifolia DC.,Baccharis dracunculifolia,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis dracunculifolia
198,Baccharis elaeoides,Baccharis elaeoides J.Rémy,Baccharis elaeoides,J.Rémy,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis elaeoides
199,Baccharis halimifolia,Baccharis halimifolia L.,Baccharis halimifolia,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis halimifolia
200,Baccharis linearis(A),Baccharis linearis (Ruiz & Pav.) Pers.,Baccharis linearis,(Ruiz & Pav.) Pers. (A),,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis linearis
201,Baccharis linearis(B),Baccharis linearis (Ruiz & Pav.) Pers.,Baccharis linearis,(Ruiz & Pav.) Pers. (B),,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis linearis
202,Baccharis magellanica,Baccharis magellanica (Lam.) Pers.,Baccharis magellanica,(Lam.) Pers.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis magellanica
203,Baccharis obovata,Baccharis obovata Hook. & Arn.,Baccharis obovata,Hook. & Arn.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis obovata
204,Baccharis racemosa,Baccharis racemosa DC.,Baccharis racemosa,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis racemosa
205,Baccharis salicifolia,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,(Ruiz & Pav.) Pers.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis salicifolia
206,Baccharis spartioides,Baccharis spartioides (Hook. & Arn.) C.Gay,Baccharis spartioides,(Hook. & Arn.) C.Gay,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudobaccharis,Pseudobaccharis spartioides
207,Baccharis tenella,Baccharis tenella Hook. & Arn.,Baccharis tenella,Hook. & Arn.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudobaccharis,Pseudobaccharis tenella
208,Baccharis tricuneata,Baccharis tricuneata Pers.,Baccharis tricuneata,Pers.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis tricuneata
209,Backhousia enata,"Backhousia enata A.J.Ford, Craven & J.Holmes",Backhousia enata,"A.J.Ford, Craven & J.Holmes",,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Backhousia,Backhousia enata
210,Backhousia myrtifolia,Backhousia myrtifolia Hook.,Backhousia myrtifolia,Hook.,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Backhousia,Backhousia myrtifolia
211,Backhoustu citriodora,Backhousia citriodora F.Muell.,Backhousia citriodora,F.Muell.,Typographical Error,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Backhousia,Backhousia citriodora
212,Ballota aucheri,Ballota aucheri Boiss.,Ballota aucheri,Boiss.,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ballota,Ballota aucheri
213,Barongia lophandra,Barongia lophandra Peter G.Wilson & B.Hyland,Barongia lophandra,Peter G.Wilson & B.Hyland,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Barongia,Barongia lophandra
214,Bauhinia ungulata,Bauhinia ungulata L.,Bauhinia ungulata,L.,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia ungulata
215,Becium grandiflorum ssp. grandiflorum,Becium grandiflorum (Lam.) Pic.Serm.,Becium grandiflorum ,(Lam.) Pic.Serm. (subsp. Grandiflorum),,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum grandiflorum
216,Berula erecta,Berula erecta (Huds.) Coville,Berula erecta,(Huds.) Coville,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Berula,Berula erecta
217,Bidens alba,Bidens alba DC.,Bidens alba,DC.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens alba
218,Bidens cernua,Bidens cernua L.,Bidens cernua,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens cernua
219,Bidens gardneri,Bidens gardneri Baker,Bidens gardneri,Baker,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens gardneri
220,Bidens pilosa,Bidens pilosa L.,Bidens pilosa,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens pilosa
221,Bidens sulphurea,Bidens sulphurea (Cav.) Sch.Bip.,Bidens sulphurea,(Cav.) Sch.Bip.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cosmos,Cosmos sulphureus
222,Bidens tripartita,Bidens tripartita L.,Bidens tripartita,L.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens tripartita
223,Bifora radians,Bifora radians M.Bieb.,Bifora radians,M.Bieb.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bifora,Bifora radians
224,Biota orientalis,Biota orientalis (L.) Endl.,Biota orientalis,(L.) Endl.,,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Platycladus,Platycladus orientalis
225,Bixa orellana,Bixa orellana L.,Bixa orellana,L.,,Plantae,Tracheophyta,Magnoliopsida,Malvales,Bixaceae,Bixa,Bixa orellana
226,Blepharocalyx gigantea,Blepharocalyx giganteus Lillo,Blepharocalyx giganteus,Lillo,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Blepharocalyx,Blepharocalyx salicifolius
227,Blepharocalyx salicifolius,Blepharocalyx salicifolius O.Berg,Blepharocalyx salicifolius,O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Blepharocalyx,Blepharocalyx salicifolius
228,Blepharocalyx tweediei,Blepharocalyx tweediei (Hook. & Arn.) O.Berg,Blepharocalyx tweediei,(Hook. & Arn.) O.Berg,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Blepharocalyx,Blepharocalyx salicifolius
229,Bocageopsis multiflora,Bocageopsis multiflora R.E.Fr.,Bocageopsis multiflora,R.E.Fr.,,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Bocageopsis,Bocageopsis multiflora
230,Boesenbergia pandurata,Boesenbergia pandurata (Roxb.) Schltr.,Boesenbergia pandurata,(Roxb.) Schltr.,,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Boesenbergia,Boesenbergia rotunda
231,Bombycilaena erecta,Bombycilaena erecta (L.) Smoljan.,Bombycilaena erecta,(L.) Smoljan.,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bombycilaena,Bombycilaena erecta
232,Borago officinalis,Borago officinalis L.,Borago officinalis,L.,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Borago,Borago officinalis
233,Bowdichia vigiliodes,Bowdichia virgilioides Kunth,Bowdichia virgilioides,Kunth,Typographical error in specific epithet,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bowdichia,Bowdichia virgilioides
234,Brachystegia nigerica,Brachystegia nigerica Hoyle & A.P.D.Jones,Brachystegia nigerica,Hoyle & A.P.D.Jones,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Brachystegia,Brachystegia nigerica
235,Brassica oleracea var. gongylodes,Brassica oleracea var. gongylodes L.,Brassica oleracea ,var. gongylodes L.,,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea
236,Bryophyllum pinnatum,Bryophyllum pinnatum (Lam.) Oken,Bryophyllum pinnatum,(Lam.) Oken,,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Kalanchoe,Kalanchoe pinnata
237,Bunium cylindricum,Bunium cylindricum Drude,Bunium cylindricum,Drude,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bunium,Bunium cylindricum
238,Bunium persicum,Bunium persicum B.Fedtsch.,Bunium persicum,B.Fedtsch.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bunium,Bunium persicum
239,Bunium persicum (wild type),Bunium persicum B.Fedtsch.,Bunium persicum ,B.Fedtsch. (wild type),,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bunium,Bunium persicum
240,Bupleurum bicaule,Bupleurum bicaule Helm,Bupleurum bicaule,Helm,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum bicaule
241,Bupleurum chinense,Bupleurum chinense DC.,Bupleurum chinense,DC.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum chinense
242,Bupleurum fruticosum,Bupleurum fruticosum L.,Bupleurum fruticosum,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum fruticosum
243,Bupleurum gibraltarium,Bupleurum gibraltarium Lam.,Bupleurum gibraltarium,Lam.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum gibraltarium
244,Bupleurum longicaule,Bupleurum longicaule Wall.,Bupleurum longicaule,Wall.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum longicaule
245,Bupleurum malconense,Bupleurum malconense Shan & Yin Li,Bupleurum malconense,Shan & Yin Li,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum malconense
246,Bupleurum marginatum,Bupleurum marginatum Wall. ex DC.,Bupleurum marginatum,Wall. ex DC.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum marginatum
247,Bupleurum microcephalum,Bupleurum microcephalum Diels,Bupleurum microcephalum,Diels,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum microcephalum
248,Bupleurum rigidum,Bupleurum rigidum L.,Bupleurum rigidum,L.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum rigidum
249,Bupleurum scorzonerifolium,Bupleurum scorzonerifolium Willd.,Bupleurum scorzonerifolium,Willd.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum scorzonerifolium
250,Bupleurum smithii,Bupleurum smithii H.Wolff,Bupleurum smithii,H.Wolff,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum smithii
251,Bupleurum wenchuanense,Bupleurum wenchuanense Shan & Yin Li,Bupleurum wenchuanense,Shan & Yin Li,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum wenchuanense
252,Bupleurum yinchowense,Bupleurum yinchowense Shan & Yin Li,Bupleurum yinchowense,Shan & Yin Li,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,Bupleurum yinchowense
253,Bursera aromatica,Bursera aromatica Proctor,Bursera aromatica,Proctor,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,Bursera aromatica
254,Bursera hollickii,Bursera hollickii Fawc. & Rendle,Bursera hollickii,Fawc. & Rendle,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,Bursera hollickii
255,Bursera microphylla,Bursera microphylla A.Gray,Bursera microphylla,A.Gray,,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Bursera,Bursera microphylla
256,C. reticulata x C.sinensis,Plantae,Citrus reticulata x Citrus sinensis,Hybrid ,,Plantae,,,,,,
257,Cachrys alpina,Cachrys alpina Bieb.,Cachrys alpina,Bieb.,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Prangos,Prangos trifida
