Compound_name,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
methyl cyclopentane,methyl cyclopentane,"InChI=1/C6H12/c1-6-4-2-3-5-6/h6H,2-5H2,1H3",
methyl cyclopentanone,methyl cyclopentanone,"InChI=1/C6H10O/c1-5-3-2-4-6(5)7/h5H,2-4H2,1H3",
methyl eugenol,methyl eugenol,"InChI=1/C11H14O2/c1-4-5-9-6-8(2)11(12)10(7-9)13-3/h4,6-7,12H,1,5H2,2-3H3",
methyl geranate,methyl geranate,"InChI=1/C11H18O2/c1-9(2)6-5-7-10(3)8-11(12)13-4/h6,8H,5,7H2,1-4H3/b10-8+",
methyl heptenone,methyl heptenone,"InChI=1/C8H14O/c1-3-5-6-7-8(9)4-2/h6-7H,3-5H2,1-2H3",
methyl isovalerate,methyl isovalerate,"InChI=1/C6H12O2/c1-5(2)4-6(7)8-3/h5H,4H2,1-3H3",
methyl octanoate,methyl octanoate,"InChI=1/C9H18O2/c1-3-4-5-6-7-8-9(10)11-2/h3-8H2,1-2H3",
methyl palmitate,methyl palmitate,"InChI=1/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",
methyl salicylate,methyl salicylate,"InChI=1/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",
methyl tetradecanoate,methyl tetradecanoate,"InChI=1/C15H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17-2/h3-14H2,1-2H3",
methyl thymol,methyl thymol,"InChI=1/C11H16O/c1-7(2)10-6-5-8(3)9(4)11(10)12/h5-7,12H,1-4H3",
methyl-2-phenylacetate,methyl-2-phenylacetate,"InChI=1/C9H10O2/c1-11-9(10)7-8-5-3-2-4-6-8/h2-6H,7H2,1H3",
mint sulfide,mint sulfide,,mint sulfide is unparsable due to the following being uninterpretable: mint sulfide The following was not parseable: mint sulfide
monoterpenes hydrocarbons,monoterpenes hydrocarbons,,monoterpenes hydrocarbons is unparsable due to the following being uninterpretable: monoterpenes hydrocarbons The following was not parseable: penes hydrocarbons
"muurola-4,9-dien-15-ol","muurola-4,9-dien-15-ol",,"muurola-4,9-dien-15-ol'' is unparsable due to the following being uninterpretable: ''muurola-4,9-dien-15-ol'' The following was not parseable: ''muurola-4,9-dien-15-ol''"
myrcene,myrcene,,myrcene is unparsable due to the following being uninterpretable: myrcene The following was not parseable: myrcene
myrcenol,myrcenol,,myrcenol is unparsable due to the following being uninterpretable: myrcenol The following was not parseable: myrcenol
myristicin,myristicin,,myristicin is unparsable due to the following being uninterpretable: in The following was not parseable: in
myristyl acetate,myristyl acetate,"InChI=1/C16H32O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-16(2)17/h3-15H2,1-2H3",
myrtanol,myrtanol,,myrtanol is unparsable due to the following being uninterpretable: myrtanol The following was not parseable: myrtanol
myrtenal,myrtenal,,myrtenal is unparsable due to the following being uninterpretable: myrtenal The following was not parseable: myrtenal
myrtenol,myrtenol,,myrtenol is unparsable due to the following being uninterpretable: myrtenol The following was not parseable: myrtenol
myrtenol + myrtenal,myrtenol + myrtenal,,myrtenol + myrtenal is unparsable due to the following being uninterpretable: myrtenol + myrtenal The following was not parseable: myrtenol + myrtenal
myrtenyl acetate,myrtenyl acetate,,myrtenyl acetate is unparsable due to the following being uninterpretable: myrtenyl acetate The following was not parseable: myrtenyl acetate
n-heneicosane,n-heneicosane,"InChI=1/C21H44/c1-3-5-7-9-11-13-15-17-19-21-20-18-16-14-12-10-8-6-4-2/h3-21H2,1-2H3",
n-heptadecane,n-heptadecane,"InChI=1/C17H36/c1-3-5-7-9-11-13-15-17-16-14-12-10-8-6-4-2/h3-17H2,1-2H3",
n-heptanol,n-heptanol,"InChI=1/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",
n-hexadecane,n-hexadecane,"InChI=1/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",
n-hexanol,n-hexanol,"InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",
n-nonadecane,n-nonadecane,"InChI=1/C19H40/c1-3-5-7-9-11-13-15-17-19-18-16-14-12-10-8-6-4-2/h3-19H2,1-2H3",
n-nonanal,n-nonanal,"InChI=1/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",
n-octanal,n-octanal,"InChI=1/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",
n-pentadecane,n-pentadecane,"InChI=1/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3",
n-undecane,n-undecane,"InChI=1/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",
naphthalene,naphthalene,InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,
neo-3-thujanyl acetate,neo-3-thujanyl acetate,,neo-3-thujanyl acetate is unparsable due to the following being uninterpretable: neo-3-thujanyl acetate The following was not parseable: 3-thujanyl acetate
neo-allo-ocimene,neo-allo-ocimene,,neo-allo-ocimene is unparsable due to the following being uninterpretable: neo-allo-ocimene The following was not parseable: allo-ocimene
neo-intermedeol,neo-intermedeol,,neo-intermedeol is unparsable due to the following being uninterpretable: neo-intermedeol The following was not parseable: intermedeol
neo-iso(iso)pulegol,neo-iso(iso)pulegol,,neo-iso(iso)pulegol is unparsable due to the following being uninterpretable: neo-iso(iso)pulegol The following was not parseable: iso(iso)pulegol
neo-isomenthol,neo-isomenthol,,neo-isomenthol is unparsable due to the following being uninterpretable: neo-isomenthol The following was not parseable: isomenthol
neo-menthol,neo-menthol,,neo-menthol is unparsable due to the following being uninterpretable: neo-menthol The following was not parseable: menthol
neo-phytadiene,neo-phytadiene,,neo-phytadiene is unparsable due to the following being uninterpretable: neo-phytadiene The following was not parseable: phytadiene
neral,neral,"InChI=1/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7-",
nerol,nerol,"InChI=1/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",
nerol oxide,nerol oxide,"InChI=1/C10H18O2/c1-8(2)5-4-6-10(3)9(7-11)12-10/h5,9,11H,4,6-7H2,1-3H3",
nerol+citronellol+carvone,nerol+citronellol+carvone,,nerol+citronellol+carvone is unparsable due to the following being uninterpretable: +citronellol+carvone The following was not parseable: +citronellol+carvone
nerolidol,nerolidol,"InChI=1/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3",
nerolidyl acetate,nerolidyl acetate,"InChI=1/C17H28O2/c1-7-17(6,19-16(5)18)13-9-12-15(4)11-8-10-14(2)3/h7,10,12H,1,8-9,11,13H2,2-6H3",
neryl acetate,neryl acetate,"InChI=1/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8-",
neryl formate,neryl formate,"InChI=1/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7-",
neryl tiglate,neryl tiglate,"InChI=1/C15H24O2/c1-6-14(5)15(16)17-11-10-13(4)9-7-8-12(2)3/h6,8,10H,7,9,11H2,1-5H3/b13-10-,14-6+",
neryl-2-methyl butyrate,neryl-2-methyl butyrate,,Unable to assign all locants. This locant was not assigned: 2
ni,ni,,ni is unparsable due to the following being uninterpretable: ni The following was not parseable: ni
nonacosane,nonacosane,"InChI=1/C29H60/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-29H2,1-2H3",
nonadecane,nonadecane,"InChI=1/C19H40/c1-3-5-7-9-11-13-15-17-19-18-16-14-12-10-8-6-4-2/h3-19H2,1-2H3",
nonanal,nonanal,"InChI=1/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",
nonane,nonane,"InChI=1/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3",
nonanoic acid,nonanoic acid,"InChI=1/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)/f/h10H",
nonanol,nonanol,"InChI=1/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",
nootkatone,nootkatone,,nootkatone is unparsable due to the following being uninterpretable: nootkatone The following was not parseable: nootkatone
nopinone,nopinone,,nopinone is unparsable due to the following being uninterpretable: nopinone The following was not parseable: nopinone
norosolanadione,norosolanadione,,norosolanadione is unparsable due to the following being uninterpretable: norosolanadione The following was not parseable: norosolanadione
not identified,not identified,,not identified is unparsable due to the following being uninterpretable: not identified The following was not parseable: not identified
o-cresol,o-cresol,"InChI=1/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",
o-cymene,o-cymene,"InChI=1/C10H14/c1-8(2)10-7-5-4-6-9(10)3/h4-8H,1-3H3",
o-menth-8-ene,o-menth-8-ene,"InChI=1/C10H18/c1-8(2)10-7-5-4-6-9(10)3/h9-10H,1,4-7H2,2-3H3",
octaciosane,octaciosane,,octaciosane is unparsable due to the following being uninterpretable: octaciosane The following was not parseable: ciosane
octacosane,octacosane,"InChI=1/C28H58/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-28H2,1-2H3",
octadecane,octadecane,"InChI=1/C18H38/c1-3-5-7-9-11-13-15-17-18-16-14-12-10-8-6-4-2/h3-18H2,1-2H3",
octadecanoic acid,octadecanoic acid,"InChI=1/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/f/h19H",
octanal,octanal,"InChI=1/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3",
octanoic acid,octanoic acid,"InChI=1/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)/f/h9H",
octanol,octanol,"InChI=1/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",thujopsene is unparsable due to the following being uninterpretable: thujopsene The following was not parseable: psene
octanone-3,octanone-3,,octanone-3 is unparsable due to the following being uninterpretable: 3 The following was not parseable:
octyl isobutyrate,octyl isobutyrate,"InChI=1/C12H24O2/c1-4-5-6-7-8-9-10-14-12(13)11(2)3/h11H,4-10H2,1-3H3",
octyl octanoate,octyl octanoate,"InChI=1/C16H32O2/c1-3-5-7-9-11-13-15-18-16(17)14-12-10-8-6-4-2/h3-15H2,1-2H3",
oleic acid,oleic acid,"InChI=1/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-/f/h19H",
oplopanone,oplopanone,,oplopanone is unparsable due to the following being uninterpretable: oplopanone The following was not parseable: oplopanone
osthole,osthole,,osthole is unparsable due to the following being uninterpretable: osthole The following was not parseable: osthole
p-cresol,p-cresol,"InChI=1/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",
p-cymen-7-ol,p-cymen-7-ol,,Could not find the atom with locant 7.
p-cymen-8-ol,p-cymen-8-ol,,Could not find the atom with locant 8.
p-cymene,p-cymene,"InChI=1/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",
p-cymene-8-ol,p-cymene-8-ol,,Could not find the atom with locant 8.
p-cymenene,p-cymenene,,p-cymenene is unparsable due to the following being uninterpretable: ne The following was not parseable: ne
p-menth-1-en-8-yl-acetate,p-menth-1-en-8-yl-acetate,"InChI=1/C12H20O2/c1-9-4-6-10(7-5-9)12(2,3)8-11(13)14/h4,10H,5-8H2,1-3H3,(H,13,14)/p-1/fC12H19O2/q-1",
p-menth-1-en-9-ol,p-menth-1-en-9-ol,"InChI=1/C10H18O/c1-8-3-5-10(6-4-8)9(2)7-11/h3,9-11H,4-7H2,1-2H3",
p-menth-1-ene,p-menth-1-ene,"InChI=1/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h4,8,10H,5-7H2,1-3H3",
p-menth-1-ene-9-carboxaldehyde,p-menth-1-ene-9-carboxaldehyde,"InChI=1/C11H18O/c1-9-3-5-11(6-4-9)10(2)7-8-12/h3,8,10-11H,4-7H2,1-2H3",
p-menth-3-ene,p-menth-3-ene,"InChI=1/C10H18/c1-8(2)10-6-4-9(3)5-7-10/h6,8-9H,4-5,7H2,1-3H3",
"p-mentha-1,3-dien-7-al","p-mentha-1,3-dien-7-al",,"p-mentha-1,3-dien-7-al'' is unparsable due to the following being uninterpretable: ''p-mentha-1,3-dien-7-al'' The following was not parseable: ''p-mentha-1,3-dien-7-al''"
"p-mentha-1,5-dien-8-ol","p-mentha-1,5-dien-8-ol",,"p-mentha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1,5-dien-8-ol'' The following was not parseable: ''p-mentha-1,5-dien-8-ol''"
"p-mentha-1,7(8)-diene","p-mentha-1,7(8)-diene",,"p-mentha-1,7(8)-diene'' is unparsable due to the following being uninterpretable: ''p-mentha-1,7(8)-diene'' The following was not parseable: ''p-mentha-1,7(8)-diene''"
"p-mentha-1(7),8-dien-ol","p-mentha-1(7),8-dien-ol",,"p-mentha-1(7),8-dien-ol'' is unparsable due to the following being uninterpretable: ''p-mentha-1(7),8-dien-ol'' The following was not parseable: ''p-mentha-1(7),8-dien-ol''"
"p-menthalpha-1,5-dien-8-ol","p-menthalpha-1,5-dien-8-ol",,"p-menthalpha-1,5-dien-8-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1,5-dien-8-ol'' The following was not parseable: ''p-menthalpha-1,5-dien-8-ol''"
"p-menthalpha-1(7),5-dien-2-ol","p-menthalpha-1(7),5-dien-2-ol",,"p-menthalpha-1(7),5-dien-2-ol'' is unparsable due to the following being uninterpretable: ''p-menthalpha-1(7),5-dien-2-ol'' The following was not parseable: ''p-menthalpha-1(7),5-dien-2-ol''"
p-methyl acetophenone,p-methyl acetophenone,"InChI=1/C9H10O/c1-7-3-5-9(6-4-7)8(2)10/h3-6H,1-2H3",
p-tolyl-2-propene,p-tolyl-2-propene,"InChI=1/C10H12/c1-3-4-10-7-5-9(2)6-8-10/h3,5-8H,1,4H2,2H3",
palmitic acid,palmitic acid,"InChI=1/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/f/h17H",
palsutrol,palsutrol,,palsutrol is unparsable due to the following being uninterpretable: palsutrol The following was not parseable: palsutrol
palustrol,palustrol,,palustrol is unparsable due to the following being uninterpretable: palustrol The following was not parseable: palustrol
para-cymene,para-cymene,"InChI=1/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3",
patchouli alcohol,patchouli alcohol,,patchouli alcohol is unparsable due to the following being uninterpretable: patchouli alcohol The following was not parseable: patchouli alcohol
pentacosane,pentacosane,"InChI=1/C25H52/c1-3-5-7-9-11-13-15-17-19-21-23-25-24-22-20-18-16-14-12-10-8-6-4-2/h3-25H2,1-2H3",
pentadecan-2-one,pentadecan-2-one,"InChI=1/C15H30O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15(2)16/h3-14H2,1-2H3",
pentadecanal,pentadecanal,"InChI=1/C15H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h15H,2-14H2,1H3",
pentadecane,pentadecane,"InChI=1/C15H32/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3-15H2,1-2H3",
pentadecanoic acid,pentadecanoic acid,"InChI=1/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)/f/h16H",
pentadecanol,pentadecanol,"InChI=1/C15H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16/h16H,2-15H2,1H3",
pentanoic acid,pentanoic acid,"InChI=1/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/f/h6H",
pentatecanol,pentatecanol,,pentatecanol is unparsable due to the following being uninterpretable: pentatecanol The following was not parseable: tecanol
pentyl 3-methylbutyrate,pentyl 3-methylbutyrate,"InChI=1/C10H20O2/c1-4-5-6-7-12-10(11)8-9(2)3/h9H,4-8H2,1-3H3",
perilla alcohol,perilla alcohol,,perilla alcohol is unparsable due to the following being uninterpretable: perilla alcohol The following was not parseable: perilla alcohol
perillaldehyde,perillaldehyde,,perillaldehyde is unparsable due to the following being uninterpretable: perillaldehyde The following was not parseable: perillaldehyde
perillene,perillene,,perillene is unparsable due to the following being uninterpretable: perillene The following was not parseable: perillene
phellandral,phellandral,,phellandral is unparsable due to the following being uninterpretable: phellandral The following was not parseable: phellandral
phenolic alkanone(4),phenolic alkanone(4),,phenolic alkanone(4) is unparsable due to the following being uninterpretable: ic alkanone(4) The following was not parseable: ic alkanone(4)
phenyl acetaldehyde,phenyl acetaldehyde,"InChI=1/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",
phenyl ethyl alcohol,phenyl ethyl alcohol,"InChI=1/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",
phenylacetaldehydeb,phenylacetaldehydeb,,phenylacetaldehydeb is unparsable due to the following being uninterpretable: b The following was not parseable: b
phytol,phytol,"InChI=1/C20H40O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h15,17-19,21H,6-14,16H2,1-5H3/b20-15+/t18-,19-/m1/s1",
phytol isomer,phytol isomer,,phytol isomer is unparsable due to the following being uninterpretable: isomer The following was not parseable: mer
pinocamphone,pinocamphone,,pinocamphone is unparsable due to the following being uninterpretable: pinocamphone The following was not parseable: camphone
pinocarvone,pinocarvone,,pinocarvone is unparsable due to the following being uninterpretable: pinocarvone The following was not parseable: carvone
piperitenone,piperitenone,,piperitenone is unparsable due to the following being uninterpretable: piperitenone The following was not parseable: piperitenone
piperitone,piperitone,,piperitone is unparsable due to the following being uninterpretable: piperitone The following was not parseable: piperitone
precocene-i,precocene-i,,precocene-i is unparsable due to the following being uninterpretable: precocene-i The following was not parseable: precocene-i
premnaspirodiene,premnaspirodiene,,premnaspirodiene is unparsable due to the following being uninterpretable: premnaspirodiene The following was not parseable: premnaspirodiene
prococene-ii,prococene-ii,,prococene-ii is unparsable due to the following being uninterpretable: prococene-ii The following was not parseable: prococene-ii
propyl sovalerate,propyl sovalerate,,propyl sovalerate is unparsable due to the following being uninterpretable: sovalerate The following was not parseable: sovalerate
pulegone,pulegone,,pulegone is unparsable due to the following being uninterpretable: pulegone The following was not parseable: pulegone
quinoline,quinoline,InChI=1/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,
rosifoliol,rosifoliol,,rosifoliol is unparsable due to the following being uninterpretable: rosifoliol The following was not parseable: osifoliol
rotundene,rotundene,,rotundene is unparsable due to the following being uninterpretable: rotundene The following was not parseable: otundene
Sabiene,Sabiene,,Sabiene is unparsable due to the following being uninterpretable: Sabiene The following was not parseable: Sabiene
sabinene,sabinene,,sabinene is unparsable due to the following being uninterpretable: sabinene The following was not parseable: sabinene
sabinene hydrate,sabinene hydrate,,sabinene hydrate is unparsable due to the following being uninterpretable: sabinene hydrate The following was not parseable: sabinene hydrate
sabinol,sabinol,,sabinol is unparsable due to the following being uninterpretable: sabinol The following was not parseable: sabinol
sabinyl-2-methylbutyrate,sabinyl-2-methylbutyrate,,sabinyl-2-methylbutyrate is unparsable due to the following being uninterpretable: sabinyl-2-methylbutyrate The following was not parseable: sabinyl-2-methylbutyrate
safrole,safrole,"InChI=1/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",
salicylaldehyde,salicylaldehyde,"InChI=1/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H",
salvial-4(14)-en-1-one,salvial-4(14)-en-1-one,,salvial-4(14)-en-1-one is unparsable due to the following being uninterpretable: salvial-4(14)-en-1-one The following was not parseable: salvial-4(14)-en-1-one
"sandaracopimara-8(14),15-diene","sandaracopimara-8(14),15-diene",,"standardization-8(14),15-diene'' is unparsable due to the following being uninterpretable: ''sandaracopimara-8(14),15-diene'' The following was not parseable: ''sandaracopimara-8(14),15-diene''"
santolina triene,santolina triene,,santolina triene is unparsable due to the following being uninterpretable: santolina triene The following was not parseable: santolina triene
santolinatriene,santolinatriene,,santolinatriene is unparsable due to the following being uninterpretable: santolinatriene The following was not parseable: santolinatriene
santolinyl acetate,santolinyl acetate,,santolinyl acetate is unparsable due to the following being uninterpretable: santolinyl acetate The following was not parseable: santolinyl acetate
sapthulenol,sapthulenol,,sapthulenol is unparsable due to the following being uninterpretable: sapthulenol The following was not parseable: sapthulenol
sclareol,sclareol,,sclareol is unparsable due to the following being uninterpretable: sclareol The following was not parseable: sclareol
selenine derivative,selenine derivative,,selenine derivative is unparsable due to the following being uninterpretable: derivative The following was not parseable: erivative
selin-11-en-4-alpha-ol,selin-11-en-4-alpha-ol,,selin-11-en-4-alpha-ol is unparsable due to the following being uninterpretable: selin-11-en-4-alpha-ol The following was not parseable: in-11-en-4-alpha-ol
"selina-3,7(11)-diene","selina-3,7(11)-diene",,"selina-3,7(11)-diene'' is unparsable due to the following being uninterpretable: ''selina-3,7(11)-diene'' The following was not parseable: ''selina-3,7(11)-diene''"
"selina-4,11-diene","selina-4,11-diene",,"selina-4,11-diene'' is unparsable due to the following being uninterpretable: ''selina-4,11-diene'' The following was not parseable: ''selina-4,11-diene''"
senkyunolide,senkyunolide,,senkyunolide is unparsable due to the following being uninterpretable: senkyunolide The following was not parseable: senkyunolide
sesquiphellendrene,sesquiphellendrene,,sesquiphellendrene is unparsable due to the following being uninterpretable: sesquiphellendrene The following was not parseable: phellendrene
Sesquiterpene alcohol,Sesquiterpene alcohol,,Sesquiterpene alcohol is unparsable due to the following being uninterpretable: Sesquiterpene alcohol The following was not parseable: pene alcohol
sesquiterpene hydrocarbons,sesquiterpene hydrocarbons,,sesquiterpene hydrocarbons is unparsable due to the following being uninterpretable: sesquiterpene hydrocarbons The following was not parseable: pene hydrocarbons
seychellene,seychellene,,seychellene is unparsable due to the following being uninterpretable: seychellene The following was not parseable: seychellene
shybunol,shybunol,,shybunol is unparsable due to the following being uninterpretable: shybunol The following was not parseable: shybunol
spathulenol,spathulenol,,spathulenol is unparsable due to the following being uninterpretable: spathulenol The following was not parseable: spathulenol
spathulenol+germacrene delta-4-ol,spathulenol+germacrene delta-4-ol,,spathulenol+germacrene delta-4-ol is unparsable due to the following being uninterpretable: spathulenol+germacrene delta-4-ol The following was not parseable: spathulenol+germacrene delta-4-ol
t-cadinol,t-cadinol,,t-cadinol is unparsable due to the following being uninterpretable: t-cadinol The following was not parseable: cadinol
tau-cadinol,tau-cadinol,,tau-cadinol is unparsable due to the following being uninterpretable: tau-cadinol The following was not parseable: tau-cadinol
tau-muurolol,tau-muurolol,,tau-muurolol is unparsable due to the following being uninterpretable: tau-muurolol The following was not parseable: tau-muurolol
tepinolene,tepinolene,,tepinolene is unparsable due to the following being uninterpretable: tepinolene The following was not parseable: tepinolene
terpin-4-ol,terpin-4-ol,,terpin-4-ol is unparsable due to the following being uninterpretable: terpin-4-ol The following was not parseable: ol
terpinen-1-ol,terpinen-1-ol,,Atom is in unphysical valency state! Element: C valency: 5
terpinen-4-ol,terpinen-4-ol,"InChI=1/C30H44O/c1-15-20-10-18(27(20,4)5)11-22(15)30(14-19-12-23(17(30)3)28(19,6)7)25-16(2)21-13-24(26(25)31)29(21,8)9/h18-19,22,24-26,31H,10-14H2,1-9H3",
terpinen-4-ol acetate,terpinen-4-ol acetate,"InChI=1/C32H46O2/c1-16-22-11-20(29(22,5)6)12-24(16)32(15-21-13-25(18(32)3)30(21,7)8)27-17(2)23-14-26(31(23,9)10)28(27)34-19(4)33/h20-21,24,26-28H,11-15H2,1-10H3",
terpinen-4-yl-acetate,terpinen-4-yl-acetate,"InChI=1/C32H46O2/c1-16-22-10-19(29(22,4)5)11-24(16)32(15-20-12-25(18(32)3)30(20,6)7)28-17(2)23-14-26(31(23,8)9)21(28)13-27(33)34/h19-21,24,26,28H,10-15H2,1-9H3,(H,33,34)/p-1/fC32H45O2/q-1",
terpinene-4-ol,terpinene-4-ol,"InChI=1/C30H44O/c1-15-20-10-18(27(20,4)5)11-22(15)30(14-19-12-23(17(30)3)28(19,6)7)25-16(2)21-13-24(26(25)31)29(21,8)9/h18-19,22,24-26,31H,10-14H2,1-9H3",
terpinolene,terpinolene,,terpinolene is unparsable due to the following being uninterpretable: terpinolene The following was not parseable: olene
terpinolene+p-cymenene,terpinolene+p-cymenene,,terpinolene+p-cymenene is unparsable due to the following being uninterpretable: terpinolene+p-cymenene The following was not parseable: olene+p-cymenene
tetracosane,tetracosane,"InChI=1/C24H50/c1-3-5-7-9-11-13-15-17-19-21-23-24-22-20-18-16-14-12-10-8-6-4-2/h3-24H2,1-2H3",
tetradecanal,tetradecanal,"InChI=1/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3",
tetradecane,tetradecane,"InChI=1/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",
tetradecanoic acid,tetradecanoic acid,"InChI=1/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)/f/h15H",
tetradecanol,tetradecanol,"InChI=1/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",
tetrahydro tetramethylnaphthalene,tetrahydro tetramethylnaphthalene,"InChI=1/C14H20/c1-9-10(2)12(4)14-8-6-5-7-13(14)11(9)3/h5-8H2,1-4H3",
theaspirane b,theaspirane b,,theaspirane b is unparsable due to the following being uninterpretable: theaspirane b The following was not parseable: theaspirane b
"thuja-2,4(10)-diene","thuja-2,4(10)-diene",,"thuja-2,4(10)-diene'' is unparsable due to the following being uninterpretable: ''thuja-2,4(10)-diene'' The following was not parseable: ''thuja-2,4(10)-diene''"
thujene,thujene,"InChI=1/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h4-5,7-9H,6H2,1-3H3",
thujopsene,thujopsene,,
thujyl alcohol,thujyl alcohol,"InChI=1/C10H18O/c1-6(2)10-5-8(10)7(3)4-9(10)11/h6-9,11H,4-5H2,1-3H3",
thymohydroquinone,thymohydroquinone,"InChI=1/C10H14O2/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,11-12H,1-3H3",
thymol,thymol,"InChI=1/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h4-7,11H,1-3H3",
thymol acetate,thymol acetate,"InChI=1/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",
thymol methyl ether,thymol methyl ether,"InChI=1/C11H16O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h5-8H,1-4H3",
thymoquinone,thymoquinone,,thymoquinone is unparsable due to the following being uninterpretable: thymoquinone The following was not parseable: thymoquinone
thymyl acetate,thymyl acetate,"InChI=1/C12H16O2/c1-8(2)11-6-5-9(3)7-12(11)14-10(4)13/h5-8H,1-4H3",
thymyl-2-methylbutyrate,thymyl-2-methylbutyrate,"InChI=1/C15H22O2/c1-6-12(5)15(16)17-14-9-11(4)7-8-13(14)10(2)3/h7-10,12H,6H2,1-5H3",
torilenol,torilenol,,torilenol is unparsable due to the following being uninterpretable: torilenol The following was not parseable: torilenol
traces,traces,,traces is unparsable due to the following being uninterpretable: traces The following was not parseable: traces
