Compound_name,PubChem_lookup_name,PubChem_lookup_inchis,PubChem_lookup_cid,OPSIN_lookup_name,OPSIN_inchis,OPSIN_comments
1-octen-3-ol,1-octen-3-ol,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3",18827,1-octen-3-ol,"InChI=1/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3",
1-pentadecene,1-pentadecene,"InChI=1S/C15H30/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3H,1,4-15H2,2H3",25913,1-pentadecene,"InChI=1/C15H30/c1-3-5-7-9-11-13-15-14-12-10-8-6-4-2/h3H,1,4-15H2,2H3",
1-phenylethanol,1-phenylethanol,"InChI=1S/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3",7409,1-phenylethanol,"InChI=1/C8H10O/c1-7(9)8-5-3-2-4-6-8/h2-7,9H,1H3",
1-undecene,1-undecene,"InChI=1S/C11H22/c1-3-5-7-9-11-10-8-6-4-2/h3H,1,4-11H2,2H3",13190,1-undecene,"InChI=1/C11H22/c1-3-5-7-9-11-10-8-6-4-2/h3H,1,4-11H2,2H3",
"1, 10-epi-cubenol","1, 10-epi-cubenol",,NA,"1, 10-epi-cubenol",,"1, 10-epi-cubenol'' is unparsable due to the following being uninterpretable: ''1, 10-epi-cubenol'' The following was not parseable: ''1, 10-epi-cubenol''"
"1,10-di-epi-cubenol","1,10-di-epi-cubenol",,NA,"1,10-di-epi-cubenol",,"1,10-di-epi-cubenol'' is unparsable due to the following being uninterpretable: ''1,10-di-epi-cubenol'' The following was not parseable: ''1,10-di-epi-cubenol''"
"1,10-diepicubenol","1,10-diepicubenol",,NA,"1,10-diepicubenol",,"1,10-diepicubenol'' is unparsable due to the following being uninterpretable: ''1,10-diepicubenol'' The following was not parseable: ''1,10-diepicubenol''"
"1,10-epi-cubenol","1,10-epi-cubenol",,NA,"1,10-epi-cubenol",,"1,10-epi-cubenol'' is unparsable due to the following being uninterpretable: ''1,10-epi-cubenol'' The following was not parseable: ''1,10-epi-cubenol''"
"1,2-benzenedicarboxylic acid","1,2-benzenedicarboxylic acid",,NA,"1,2-benzenedicarboxylic acid",,"1,2-benzenedicarboxylic acid'' is unparsable due to the following being uninterpretable: ''1,2-benzenedicarboxylic acid'' The following was not parseable: ''1,2-benzenedicarboxylic acid''"
"1,2-dimethylbenzene","1,2-dimethylbenzene",,NA,"1,2-dimethylbenzene",,"1,2-dimethylbenzene'' is unparsable due to the following being uninterpretable: ''1,2-dimethylbenzene'' The following was not parseable: ''1,2-dimethylbenzene''"
"1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene","1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene",,NA,"1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene",,"1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene'' is unparsable due to the following being uninterpretable: ''1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene'' The following was not parseable: ''1,2,3,4-Tetrahydro-1,5,7-trimethyl naphthalene''"
"1,3-(e),5(z)-octatriene","1,3-(e),5(z)-octatriene",,NA,"1,3-(e),5(z)-octatriene",,"1,3-(e),5(z)-octatriene'' is unparsable due to the following being uninterpretable: ''1,3-(e),5(z)-octatriene'' The following was not parseable: ''1,3-(e),5(z)-octatriene''"
"1,3-elemadien-6-ol","1,3-elemadien-6-ol",,NA,"1,3-elemadien-6-ol",,"1,3-elemadien-6-ol'' is unparsable due to the following being uninterpretable: ''1,3-elemadien-6-ol'' The following was not parseable: ''1,3-elemadien-6-ol''"
"1,3,8-alpha-epi-cubenol","1,3,8-alpha-epi-cubenol",,NA,"1,3,8-alpha-epi-cubenol",,"1,3,8-alpha-epi-cubenol'' is unparsable due to the following being uninterpretable: ''1,3,8-alpha-epi-cubenol'' The following was not parseable: ''1,3,8-alpha-epi-cubenol''"
"1,3,8-p-menthatriene","1,3,8-p-menthatriene",,NA,"1,3,8-p-menthatriene",,"1,3,8-p-menthatriene'' is unparsable due to the following being uninterpretable: ''1,3,8-p-menthatriene'' The following was not parseable: ''1,3,8-p-menthatriene''"
"1,4-cadinadienea","1,4-cadinadienea",,NA,"1,4-cadinadienea",,"1,4-cadinadienea'' is unparsable due to the following being uninterpretable: ''1,4-cadinadienea'' The following was not parseable: ''1,4-cadinadienea''"
"1,5-epoxy-salvial-4(14)-ene","1,5-epoxy-salvial-4(14)-ene",,NA,"1,5-epoxy-salvial-4(14)-ene",,"1,5-epoxy-salvial-4(14)-ene'' is unparsable due to the following being uninterpretable: ''1,5-epoxy-salvial-4(14)-ene'' The following was not parseable: ''1,5-epoxy-salvial-4(14)-ene''"
"1,5-epoxy-salvial(4)14-ene","1,5-epoxy-salvial(4)14-ene",,NA,"1,5-epoxy-salvial(4)14-ene",,"1,5-epoxy-salvial(4)14-ene'' is unparsable due to the following being uninterpretable: ''1,5-epoxy-salvial(4)14-ene'' The following was not parseable: ''1,5-epoxy-salvial(4)14-ene''"
"1,8 cineole","1,8 cineole",,NA,"1,8 cineole",,"1,8 cineole'' is unparsable due to the following being uninterpretable: ''1,8 cineole'' The following was not parseable: ''1,8 cineole''"
"1,8-cineol","1,8-cineol",,NA,"1,8-cineol",,"1,8-cineol'' is unparsable due to the following being uninterpretable: ''1,8-cineol'' The following was not parseable: ''1,8-cineol''"
"1,8-cineole","1,8-cineole",,NA,"1,8-cineole",,"1,8-cineole'' is unparsable due to the following being uninterpretable: ''1,8-cineole'' The following was not parseable: ''1,8-cineole''"
"1,8-cineole + limonene","1,8-cineole + limonene",,NA,"1,8-cineole + limonene",,"1,8-cineole + limonene'' is unparsable due to the following being uninterpretable: ''1,8-cineole + limonene'' The following was not parseable: ''1,8-cineole + limonene''"
10-epi- gamma-eudesmol,10-epi- gamma-eudesmol,,NA,10-epi- gamma-eudesmol,,10-epi- gamma-eudesmol is unparsable due to the following being uninterpretable: 10-epi- gamma-eudesmol The following was not parseable: pi- gamma-eudesmol
10-epi-alpha-cadinol,10-epi-alpha-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",160799,10-epi-alpha-cadinol,,10-epi-alpha-cadinol is unparsable due to the following being uninterpretable: 10-epi-alpha-cadinol The following was not parseable: pi-alpha-cadinol
10-epi-gamma eudesmol,10-epi-gamma eudesmol,,NA,10-epi-gamma eudesmol,,10-epi-gamma eudesmol is unparsable due to the following being uninterpretable: 10-epi-gamma eudesmol The following was not parseable: pi-gamma eudesmol
10-epi-gamma-eudesmol,10-epi-gamma-eudesmol,"InChI=1S/C15H26O/c1-11-6-5-8-15(4)9-7-12(10-13(11)15)14(2,3)16/h12,16H,5-10H2,1-4H3/t12-,15+/m1/s1",6430754,10-epi-gamma-eudesmol,,10-epi-gamma-eudesmol is unparsable due to the following being uninterpretable: 10-epi-gamma-eudesmol The following was not parseable: pi-gamma-eudesmol
10-hydroxy cadin-4-ene-3-one,10-hydroxy cadin-4-ene-3-one,,NA,10-hydroxy cadin-4-ene-3-one,,10-hydroxy cadin-4-ene-3-one is unparsable due to the following being uninterpretable: cadin-4-ene-3-one The following was not parseable: cadin-4-ene-3-one
13-tetradecanolide,13-tetradecanolide,"InChI=1S/C14H26O2/c1-13-11-9-7-5-3-2-4-6-8-10-12-14(15)16-13/h13H,2-12H2,1H3",543405,13-tetradecanolide,"InChI=1/C14H26O2/c1-13-11-9-7-5-3-2-4-6-8-10-12-14(15)16-13/h13H,2-12H2,1H3",
14-hydroxy-9-epi-beta-caryophyllene,14-hydroxy-9-epi-beta-caryophyllene,,NA,14-hydroxy-9-epi-beta-caryophyllene,,14-hydroxy-9-epi-beta-caryophyllene is unparsable due to the following being uninterpretable: 9-epi-beta-caryophyllene The following was not parseable: pi-beta-caryophyllene
14-hydroxy-alpha-muurolene,14-hydroxy-alpha-muurolene,,NA,14-hydroxy-alpha-muurolene,,14-hydroxy-alpha-muurolene is unparsable due to the following being uninterpretable: alpha-muurolene The following was not parseable: muurolene
14-hydroxy-beta-caryophyllene,14-hydroxy-beta-caryophyllene,,NA,14-hydroxy-beta-caryophyllene,,14-hydroxy-beta-caryophyllene is unparsable due to the following being uninterpretable: beta-caryophyllene The following was not parseable: yophyllene
2-butanol,2-butanol,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",6568,2-butanol,"InChI=1/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",
2-decanone,2-decanone,"InChI=1S/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",12741,2-decanone,"InChI=1/C10H20O/c1-3-4-5-6-7-8-9-10(2)11/h3-9H2,1-2H3",
2-dodecanone,2-dodecanone,"InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3",22556,2-dodecanone,"InChI=1/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3",
2-dodecenal,2-dodecenal,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h10-12H,2-9H2,1H3/b11-10+",5283361,2-dodecenal,"InChI=1/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h10-12H,2-9H2,1H3",
2-ethyl-6-methylpyrazine,2-ethyl-6-methylpyrazine,"InChI=1S/C7H10N2/c1-3-7-5-8-4-6(2)9-7/h4-5H,3H2,1-2H3",26332,2-ethyl-6-methylpyrazine,"InChI=1/C7H10N2/c1-3-7-5-8-4-6(2)9-7/h4-5H,3H2,1-2H3",
2-heptadecanone,2-heptadecanone,"InChI=1S/C17H34O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(2)18/h3-16H2,1-2H3",18027,2-heptadecanone,"InChI=1/C17H34O/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(2)18/h3-16H2,1-2H3",
2-heptanol,2-heptanol,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",10976,2-heptanol,"InChI=1/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",
2-methoxy-3-(1-methylpropyl)-pyrazine,2-methoxy-3-(1-methylpropyl)-pyrazine,"InChI=1S/C9H14N2O/c1-4-7(2)8-9(12-3)11-6-5-10-8/h5-7H,4H2,1-3H3",520098,2-methoxy-3-(1-methylpropyl)-pyrazine,"InChI=1/C9H14N2O/c1-4-7(2)8-9(12-3)11-6-5-10-8/h5-7H,4H2,1-3H3",
"2-methyl-6-methylene-3,7-octadien-2-ol","2-methyl-6-methylene-3,7-octadien-2-ol",,NA,"2-methyl-6-methylene-3,7-octadien-2-ol",,"2-methyl-6-methylene-3,7-octadien-2-ol'' is unparsable due to the following being uninterpretable: ''2-methyl-6-methylene-3,7-octadien-2-ol'' The following was not parseable: ''2-methyl-6-methylene-3,7-octadien-2-ol''"
2-methylbutanol,2-methylbutanol,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",8723,2-methylbutanol,"InChI=1/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",
2-methylbutylisobutyrate,2-methylbutylisobutyrate,,NA,2-methylbutylisobutyrate,"InChI=1/C9H18O2/c1-5-8(4)6-11-9(10)7(2)3/h7-8H,5-6H2,1-4H3",
2-methylbutyltiglate,2-methylbutyltiglate,,NA,2-methylbutyltiglate,"InChI=1/C10H18O2/c1-5-8(3)7-12-10(11)9(4)6-2/h6,8H,5,7H2,1-4H3/b9-6+",
2-methylpropan-1-ol,2-methylpropan-1-ol,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",6560,2-methylpropan-1-ol,"InChI=1/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",
2-methyltiobenzotiazol,2-methyltiobenzotiazol,,NA,2-methyltiobenzotiazol,,2-methyltiobenzotiazol is unparsable due to the following being uninterpretable: tiobenzotiazol The following was not parseable: tiobenzotiazol
2-nitroethanol,2-nitroethanol,"InChI=1S/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",12252,2-nitroethanol,"InChI=1/C2H5NO3/c4-2-1-3(5)6/h4H,1-2H2",
2-nonanone,2-nonanone,"InChI=1S/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",13187,2-nonanone,"InChI=1/C9H18O/c1-3-4-5-6-7-8-9(2)10/h3-8H2,1-2H3",
2-octanone,2-octanone,"InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",8093,2-octanone,"InChI=1/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3",
2-pentylfuran,2-pentylfuran,"InChI=1S/C9H14O/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3",19602,2-pentylfuran,"InChI=1/C9H14O/c1-2-3-4-6-9-7-5-8-10-9/h5,7-8H,2-4,6H2,1H3",
2-phenethyl alcohol,2-phenethyl alcohol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",6054,2-phenethyl alcohol,,Unable to assign all locants. This locant was not assigned: 2
2-phenylethanol,2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",6054,2-phenylethanol,"InChI=1/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",
2-phenylethylacetate,2-phenylethylacetate,"InChI=1S/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",7654,2-phenylethylacetate,"InChI=1/C10H12O2/c1-9(11)12-8-7-10-5-3-2-4-6-10/h2-6H,7-8H2,1H3",
2-phenylethylisovalerate,2-phenylethylisovalerate,,NA,2-phenylethylisovalerate,"InChI=1/C13H18O2/c1-11(2)10-13(14)15-9-8-12-6-4-3-5-7-12/h3-7,11H,8-10H2,1-2H3",
2-phenylethylpropionate,2-phenylethylpropionate,"InChI=1S/C11H14O2/c1-2-11(12)13-9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",31225,2-phenylethylpropionate,"InChI=1/C11H14O2/c1-2-11(12)13-9-8-10-6-4-3-5-7-10/h3-7H,2,8-9H2,1H3",
2-tridecanone,2-tridecanone,"InChI=1S/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3",11622,2-tridecanone,"InChI=1/C13H26O/c1-3-4-5-6-7-8-9-10-11-12-13(2)14/h3-12H2,1-2H3",
2-tridecanonene,2-tridecanonene,,NA,2-tridecanonene,,Unable to assign all locants
2-undecanone,2-undecanone,"InChI=1S/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",8163,2-undecanone,"InChI=1/C11H22O/c1-3-4-5-6-7-8-9-10-11(2)12/h3-10H2,1-2H3",
"2,3,4-trimethylbenzaldehyde","2,3,4-trimethylbenzaldehyde",,NA,"2,3,4-trimethylbenzaldehyde",,"2,3,4-trimethylbenzaldehyde'' is unparsable due to the following being uninterpretable: ''2,3,4-trimethylbenzaldehyde'' The following was not parseable: ''2,3,4-trimethylbenzaldehyde''"
"2,4-dimethylphenol","2,4-dimethylphenol",,NA,"2,4-dimethylphenol",,"2,4-dimethylphenol'' is unparsable due to the following being uninterpretable: ''2,4-dimethylphenol'' The following was not parseable: ''2,4-dimethylphenol''"
"2,4,5-trimethylbenzaldehyde","2,4,5-trimethylbenzaldehyde",,NA,"2,4,5-trimethylbenzaldehyde",,"2,4,5-trimethylbenzaldehyde'' is unparsable due to the following being uninterpretable: ''2,4,5-trimethylbenzaldehyde'' The following was not parseable: ''2,4,5-trimethylbenzaldehyde''"
"2,4,6-trimethylbenzene","2,4,6-trimethylbenzene",,NA,"2,4,6-trimethylbenzene",,"2,4,6-trimethylbenzene'' is unparsable due to the following being uninterpretable: ''2,4,6-trimethylbenzene'' The following was not parseable: ''2,4,6-trimethylbenzene''"
"2,6-dimethyl-1,3(e),s(z),7-octatetraene","2,6-dimethyl-1,3(e),s(z),7-octatetraene",,NA,"2,6-dimethyl-1,3(e),s(z),7-octatetraene",,"2,6-dimethyl-1,3(e),s(z),7-octatetraene'' is unparsable due to the following being uninterpretable: ''2,6-dimethyl-1,3(e),s(z),7-octatetraene'' The following was not parseable: ''2,6-dimethyl-1,3(e),s(z),7-octatetraene''"
"2,6-dimethyl-1,7-octadiene-3,6-diol","2,6-dimethyl-1,7-octadiene-3,6-diol",,NA,"2,6-dimethyl-1,7-octadiene-3,6-diol",,"2,6-dimethyl-1,7-octadiene-3,6-diol'' is unparsable due to the following being uninterpretable: ''2,6-dimethyl-1,7-octadiene-3,6-diol'' The following was not parseable: ''2,6-dimethyl-1,7-octadiene-3,6-diol''"
"2,6-dimethyl-3(e),5(e),7-octatrien-2-ol","2,6-dimethyl-3(e),5(e),7-octatrien-2-ol",,NA,"2,6-dimethyl-3(e),5(e),7-octatrien-2-ol",,"2,6-dimethyl-3(e),5(e),7-octatrien-2-ol'' is unparsable due to the following being uninterpretable: ''2,6-dimethyl-3(e),5(e),7-octatrien-2-ol'' The following was not parseable: ''2,6-dimethyl-3(e),5(e),7-octatrien-2-ol''"
2(e)-hexenal,2(e)-hexenal,,NA,2(e)-hexenal,,2(e)-hexenal is unparsable due to the following being uninterpretable: 2(e)-hexenal The following was not parseable: al
22-beta-hydroxyoleanonic acid,22-beta-hydroxyoleanonic acid,,NA,22-beta-hydroxyoleanonic acid,,22-beta-hydroxyoleanonic acid is unparsable due to the following being uninterpretable: oleanonic acid The following was not parseable: anonic acid
3-carene,3-carene,"InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",26049,3-carene,"InChI=1/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3",
"3-ethyl-3,5-dimethylpyrazine","3-ethyl-3,5-dimethylpyrazine",,NA,"3-ethyl-3,5-dimethylpyrazine",,"3-ethyl-3,5-dimethylpyrazine'' is unparsable due to the following being uninterpretable: ''3-ethyl-3,5-dimethylpyrazine'' The following was not parseable: ''3-ethyl-3,5-dimethylpyrazine''"
3-heptanone,3-heptanone,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",7802,3-heptanone,"InChI=1/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",
3-hepten-2-one,3-hepten-2-one,"InChI=1S/C7H12O/c1-3-4-5-6-7(2)8/h5-6H,3-4H2,1-2H3/b6-5+",5364578,3-hepten-2-one,"InChI=1/C7H12O/c1-3-4-5-6-7(2)8/h5-6H,3-4H2,1-2H3",
3-hexenol,3-hexenol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",5281167,3-hexenol,"InChI=1/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3",
3-hydroxy-2-butanone,3-hydroxy-2-butanone,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",179,3-hydroxy-2-butanone,"InChI=1/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3",
3-methylbutanal,3-methylbutanal,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3",11552,3-methylbutanal,"InChI=1/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3",
3-methylbutyl hexanoate,3-methylbutyl hexanoate,"InChI=1S/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3",16617,3-methylbutyl hexanoate,"InChI=1/C11H22O2/c1-4-5-6-7-11(12)13-9-8-10(2)3/h10H,4-9H2,1-3H3",
3-methylthiopropanal,3-methylthiopropanal,"InChI=1S/C4H8OS/c1-6-4-2-3-5/h3H,2,4H2,1H3",18635,3-methylthiopropanal,"InChI=1/C4H8OS/c1-6-4-2-3-5/h3H,2,4H2,1H3",
3-octanol,3-octanol,"InChI=1S/C8H18O/c1-3-5-6-7-8(9)4-2/h8-9H,3-7H2,1-2H3",11527,3-octanol,"InChI=1/C8H18O/c1-3-5-6-7-8(9)4-2/h8-9H,3-7H2,1-2H3",
3-octanone,3-octanone,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",246728,3-octanone,"InChI=1/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3",
3-octyl acetate,3-octyl acetate,"InChI=1S/C10H20O2/c1-4-6-7-8-10(5-2)12-9(3)11/h10H,4-8H2,1-3H3",521238,3-octyl acetate,"InChI=1/C10H20O2/c1-4-6-7-8-10(5-2)12-9(3)11/h10H,4-8H2,1-3H3",
3-phenylpropanal,3-phenylpropanal,"InChI=1S/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8H,4,7H2",7707,3-phenylpropanal,"InChI=1/C9H10O/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6,8H,4,7H2",
3-thujene,3-thujene,"InChI=1S/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h4,7,9H,5-6H2,1-3H3",17868,3-thujene,"InChI=1/C10H16/c1-7(2)10-5-4-8(3)9(10)6-10/h4,7,9H,5-6H2,1-3H3",
3-thujopsanone,3-thujopsanone,"InChI=1S/C15H24O/c1-10-11-8-15(11)13(2,3)6-5-7-14(15,4)9-12(10)16/h10-11H,5-9H2,1-4H3/t10-,11-,14-,15-/m0/s1",13893399,3-thujopsanone,,3-thujopsanone is unparsable due to the following being uninterpretable: 3-thujopsanone The following was not parseable: psanone
"3,4-dimethyl-1,5-heptadiene","3,4-dimethyl-1,5-heptadiene",,NA,"3,4-dimethyl-1,5-heptadiene",,"3,4-dimethyl-1,5-heptadiene'' is unparsable due to the following being uninterpretable: ''3,4-dimethyl-1,5-heptadiene'' The following was not parseable: ''3,4-dimethyl-1,5-heptadiene''"
"3,4-dimethyl-5-pentylidene-2(5h)-furanone","3,4-dimethyl-5-pentylidene-2(5h)-furanone",,NA,"3,4-dimethyl-5-pentylidene-2(5h)-furanone",,"3,4-dimethyl-5-pentylidene-2(5h)-furanone'' is unparsable due to the following being uninterpretable: ''3,4-dimethyl-5-pentylidene-2(5h)-furanone'' The following was not parseable: ''3,4-dimethyl-5-pentylidene-2(5h)-furanone''"
4-hydroxy-2-methyl acetophenone,4-hydroxy-2-methyl acetophenone,,NA,4-hydroxy-2-methyl acetophenone,,Cannot find in scope fragment with atom with locant 4.
4-isopropyl phenol,4-isopropyl phenol,"InChI=1S/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",7465,4-isopropyl phenol,"InChI=1/C9H12O/c1-7(2)8-3-5-9(10)6-4-8/h3-7,10H,1-2H3",
"4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one","4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one",,NA,"4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one",,"4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one'' is unparsable due to the following being uninterpretable: ''4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one'' The following was not parseable: ''4-isopropyl-6-methyl-1,2,3,4-tetrahydronaphthalen-1-one''"
4-methylene-isophorone,4-methylene-isophorone,,NA,4-methylene-isophorone,,Cannot find in scope fragment with atom with locant 4.
4-methylpentylisothiocynate,4-methylpentylisothiocynate,,NA,4-methylpentylisothiocynate,,4-methylpentylisothiocynate is unparsable due to the following being uninterpretable: isothiocynate The following was not parseable: thiocynate
4-methylthiobutyl isothiocynate,4-methylthiobutyl isothiocynate,,NA,4-methylthiobutyl isothiocynate,,4-methylthiobutyl isothiocynate is unparsable due to the following being uninterpretable: isothiocynate The following was not parseable: thiocynate
4-terpineol,4-terpineol,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3",11230,4-terpineol,,4-terpineol is unparsable due to the following being uninterpretable: 4-terpineol The following was not parseable: eol
4-vinyl-2-methoxyphenol,4-vinyl-2-methoxyphenol,"InChI=1S/C9H10O2/c1-3-7-4-5-8(10)9(6-7)11-2/h3-6,10H,1H2,2H3",332,4-vinyl-2-methoxyphenol,"InChI=1/C9H10O2/c1-3-7-4-5-8(10)9(6-7)11-2/h3-6,10H,1H2,2H3",
"4,3,4-trimetylbenzaldehyde","4,3,4-trimetylbenzaldehyde",,NA,"4,3,4-trimetylbenzaldehyde",,"4,3,4-trimetylbenzaldehyde'' is unparsable due to the following being uninterpretable: ''4,3,4-trimetylbenzaldehyde'' The following was not parseable: ''4,3,4-trimetylbenzaldehyde''"
"4a-beta,7-alpha,7a-beta-nepetalactone","4a-beta,7-alpha,7a-beta-nepetalactone",,NA,"4a-beta,7-alpha,7a-beta-nepetalactone",,"4a-beta,7-alpha,7a-beta-nepetalactone'' is unparsable due to the following being uninterpretable: ''4a-beta,7-alpha,7a-beta-nepetalactone'' The following was not parseable: ''4a-beta,7-alpha,7a-beta-nepetalactone''"
"5-(3-furyl),2-methyl-1-penten-3-ol","5-(3-furyl),2-methyl-1-penten-3-ol",,NA,"5-(3-furyl),2-methyl-1-penten-3-ol",,"5-(3-furyl),2-methyl-1-penten-3-ol'' is unparsable due to the following being uninterpretable: ''5-(3-furyl),2-methyl-1-penten-3-ol'' The following was not parseable: ''5-(3-furyl),2-methyl-1-penten-3-ol''"
5-epi-paradisiol,5-epi-paradisiol,,NA,5-epi-paradisiol,,5-epi-paradisiol is unparsable due to the following being uninterpretable: 5-epi-paradisiol The following was not parseable: pi-paradisiol
5-methyl-3-heptanone,5-methyl-3-heptanone,"InChI=1S/C8H16O/c1-4-7(3)6-8(9)5-2/h7H,4-6H2,1-3H3",7822,5-methyl-3-heptanone,"InChI=1/C8H16O/c1-4-7(3)6-8(9)5-2/h7H,4-6H2,1-3H3",
5-undecanole,5-undecanole,,NA,5-undecanole,,5-undecanole is unparsable due to the following being uninterpretable: e The following was not parseable: e
"6-alpha-hydroxygermacra-1(10),4-diene","6-alpha-hydroxygermacra-1(10),4-diene",,NA,"6-alpha-hydroxygermacra-1(10),4-diene",,"6-alpha-hydroxygermacra-1(10),4-diene'' is unparsable due to the following being uninterpretable: ''6-alpha-hydroxygermacra-1(10),4-diene'' The following was not parseable: ''6-alpha-hydroxygermacra-1(10),4-diene''"
"6-hydroxy-2,2,6-trimethyl-cyclohexanone","6-hydroxy-2,2,6-trimethyl-cyclohexanone",,NA,"6-hydroxy-2,2,6-trimethyl-cyclohexanone",,"6-hydroxy-2,2,6-trimethyl-cyclohexanone'' is unparsable due to the following being uninterpretable: ''6-hydroxy-2,2,6-trimethyl-cyclohexanone'' The following was not parseable: ''6-hydroxy-2,2,6-trimethyl-cyclohexanone''"
6-hydroxycarvotanacetone,6-hydroxycarvotanacetone,"InChI=1S/C10H16O2/c1-6(2)8-5-4-7(3)9(11)10(8)12/h4,6,8,10,12H,5H2,1-3H3",72993385,6-hydroxycarvotanacetone,,6-hydroxycarvotanacetone is unparsable due to the following being uninterpretable: carvotanacetone The following was not parseable: votanacetone
"6-methyl-3,5-heptadien-2-one","6-methyl-3,5-heptadien-2-one",,NA,"6-methyl-3,5-heptadien-2-one",,"6-methyl-3,5-heptadien-2-one'' is unparsable due to the following being uninterpretable: ''6-methyl-3,5-heptadien-2-one'' The following was not parseable: ''6-methyl-3,5-heptadien-2-one''"
